     0.00000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.00000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.01000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.01000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.02000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.02000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.03000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   196,        0.00000,
     0.03000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.04000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.04000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.05000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.05000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.06000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.06000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.07000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.07000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.08000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.08000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.09000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.09000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.10000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.10000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.11000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.11000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.12000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
     0.12000,       2,   231,   235,         45.540,   142,   0.95763,   235,   1.00000,   238,   1.00000,   229,   1.00000,   236,        0.00000,   230,        0.00000,
     0.13000,       1,   221,    14,        108.511,    45,   0.97367,    14,   1.00000,   111,   1.01291,     9,   1.00000,   215,        0.00000,   190,        0.00000,
