     0.00000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.01000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.02000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.03000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.04000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.05000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.06000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.07000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.08000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.09000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.10000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.11000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.12000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.13000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.14000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.15000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.16000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.17000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.18000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.19000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.20000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.21000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.22000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.23000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,    18,   1.00000,    17,        0.00000,     9,        0.00000,
     0.24000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.25000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.26000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.27000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.28000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.29000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.30000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.31000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.32000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.33000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.34000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.35000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
     0.36000,       1,    10,     9,         64.705,    17,   0.98200,    16,   1.00000,    12,   1.06300,     9,   1.00000,    17,        0.00000,     9,        0.00000,
