<TYPE>1</TYPE>
<COORD_INF>
1,作业1, ,39,1,母线电压,时间(秒), ,1,1,
</COORD_INF>
<VAR_NAME>
1,BUS1(p.u.),1001
2,BUS10(p.u.),1001
3,BUS11(p.u.),1001
4,BUS12(p.u.),1001
5,BUS13(p.u.),1001
6,BUS14(p.u.),1001
7,BUS15(p.u.),1001
8,BUS16(p.u.),1001
9,BUS17(p.u.),1001
10,BUS18(p.u.),1001
11,BUS19(p.u.),1001
12,BUS2(p.u.),1001
13,BUS20(p.u.),1001
14,BUS21(p.u.),1001
15,BUS22(p.u.),1001
16,BUS23(p.u.),1001
17,BUS24(p.u.),1001
18,BUS25(p.u.),1001
19,BUS26(p.u.),1001
20,BUS27(p.u.),1001
21,BUS28(p.u.),1001
22,BUS29(p.u.),1001
23,BUS3(p.u.),1001
24,BUS30(p.u.),1001
25,BUS31(p.u.),1001
26,BUS32(p.u.),1001
27,BUS33(p.u.),1001
28,BUS34(p.u.),1001
29,BUS35(p.u.),1001
30,BUS36(p.u.),1001
31,BUS37(p.u.),1001
32,BUS38(p.u.),1001
33,BUS39(p.u.),1001
34,BUS4(p.u.),1001
35,BUS5(p.u.),1001
36,BUS6(p.u.),1001
37,BUS7(p.u.),1001
38,BUS8(p.u.),1001
39,BUS9(p.u.),1001
</VAR_NAME>
<VAR_VALUE>
0.00000,1.04117
0.01000,1.04117
0.02000,1.04117
0.03000,1.04117
0.04000,1.04117
0.05000,1.04117
0.06000,1.04117
0.07000,1.04117
0.08000,1.04117
0.09000,1.04117
0.10000,1.04117
0.11000,1.04117
0.12000,1.04117
0.13000,1.04117
0.14000,1.04117
0.15000,1.04117
0.16000,1.04117
0.17000,1.04117
0.18000,1.04117
0.19000,1.04117
0.20000,1.04117
0.21000,1.04117
0.22000,1.04117
0.23000,1.04117
0.24000,1.04117
0.25000,1.04117
0.26000,1.04117
0.27000,1.04117
0.28000,1.04117
0.29000,1.04117
0.30000,1.04117
0.31000,1.04117
0.32000,1.04117
0.33000,1.04117
0.34000,1.04117
0.35000,1.04117
0.36000,1.04117
0.37000,1.04117
0.38000,1.04117
0.39000,1.04117
0.40000,1.04117
0.41000,1.04117
0.42000,1.04117
0.43000,1.04117
0.44000,1.04117
0.45000,1.04117
0.46000,1.04117
0.47000,1.04117
0.48000,1.04117
0.49000,1.04117
0.50000,1.04117
0.51000,1.04117
0.52000,1.04117
0.53000,1.04117
0.54000,1.04117
0.55000,1.04117
0.56000,1.04117
0.57000,1.04117
0.58000,1.04117
0.59000,1.04117
0.60000,1.04117
0.61000,1.04117
0.62000,1.04117
0.63000,1.04117
0.64000,1.04117
0.65000,1.04117
0.66000,1.04117
0.67000,1.04117
0.68000,1.04117
0.69000,1.04117
0.70000,1.04117
0.71000,1.04117
0.72000,1.04117
0.73000,1.04117
0.74000,1.04117
0.75000,1.04117
0.76000,1.04117
0.77000,1.04117
0.78000,1.04117
0.79000,1.04117
0.80000,1.04117
0.81000,1.04117
0.82000,1.04117
0.83000,1.04117
0.84000,1.04117
0.85000,1.04117
0.86000,1.04117
0.87000,1.04117
0.88000,1.04117
0.89000,1.04117
0.90000,1.04117
0.91000,1.04117
0.92000,1.04117
0.93000,1.04117
0.94000,1.04117
0.95000,1.04117
0.96000,1.04117
0.97000,1.04117
0.98000,1.04117
0.99000,1.04117
1.00000,1.04117
1.01000,0.98104
1.02000,0.97747
1.03000,0.97436
1.04000,0.97164
1.05000,0.96924
1.06000,0.96711
1.07000,0.96521
1.08000,0.96350
1.09000,0.96197
1.10000,0.96060
1.11000,1.00966
1.12000,1.01236
1.13000,1.01474
1.14000,1.01685
1.15000,1.01874
1.16000,1.02042
1.17000,1.02193
1.18000,1.02327
1.19000,1.02448
1.20000,1.02555
1.21000,1.02650
1.22000,1.02734
1.23000,1.02808
1.24000,1.02873
1.25000,1.02930
1.26000,1.02979
1.27000,1.03021
1.28000,1.03058
1.29000,1.03089
1.30000,1.03116
1.31000,1.03138
1.32000,1.03157
1.33000,1.03173
1.34000,1.03187
1.35000,1.03199
1.36000,1.03209
1.37000,1.03218
1.38000,1.03225
1.39000,1.03232
1.40000,1.03239
1.41000,1.03245
1.42000,1.03251
1.43000,1.03257
1.44000,1.03264
1.45000,1.03271
1.46000,1.03277
1.47000,1.03285
1.48000,1.03293
1.49000,1.03301
1.50000,1.03310
1.51000,1.03319
1.52000,1.03329
1.53000,1.03339
1.54000,1.03350
1.55000,1.03361
1.56000,1.03372
1.57000,1.03384
1.58000,1.03396
1.59000,1.03408
1.60000,1.03421
1.61000,1.03434
1.62000,1.03447
1.63000,1.03460
1.64000,1.03473
1.65000,1.03486
1.66000,1.03500
1.67000,1.03513
1.68000,1.03527
1.69000,1.03540
1.70000,1.03553
1.71000,1.03567
1.72000,1.03580
1.73000,1.03593
1.74000,1.03606
1.75000,1.03618
1.76000,1.03631
1.77000,1.03643
1.78000,1.03656
1.79000,1.03668
1.80000,1.03680
1.81000,1.03691
1.82000,1.03703
1.83000,1.03714
1.84000,1.03725
1.85000,1.03736
1.86000,1.03747
1.87000,1.03757
1.88000,1.03768
1.89000,1.03778
1.90000,1.03788
1.91000,1.03797
1.92000,1.03807
1.93000,1.03816
1.94000,1.03825
1.95000,1.03834
1.96000,1.03843
1.97000,1.03852
1.98000,1.03860
1.99000,1.03868
2.00000,1.03876
2.01000,1.03884
2.02000,1.03892
2.03000,1.03900
2.04000,1.03907
2.05000,1.03915
2.06000,1.03922
2.07000,1.03929
2.08000,1.03936
2.09000,1.03943
2.10000,1.03949
2.11000,1.03956
2.12000,1.03963
2.13000,1.03969
2.14000,1.03975
2.15000,1.03981
2.16000,1.03988
2.17000,1.03994
2.18000,1.04000
2.19000,1.04005
2.20000,1.04011
2.21000,1.04017
2.22000,1.04023
2.23000,1.04028
2.24000,1.04034
2.25000,1.04039
2.26000,1.04045
2.27000,1.04050
2.28000,1.04056
2.29000,1.04061
2.30000,1.04066
2.31000,1.04071
2.32000,1.04077
2.33000,1.04082
2.34000,1.04087
2.35000,1.04092
2.36000,1.04097
2.37000,1.04102
2.38000,1.04107
2.39000,1.04112
2.40000,1.04117
2.41000,1.04122
2.42000,1.04127
2.43000,1.04132
2.44000,1.04137
2.45000,1.04142
2.46000,1.04147
2.47000,1.04152
2.48000,1.04157
2.49000,1.04162
2.50000,1.04166
2.51000,1.04171
2.52000,1.04176
2.53000,1.04181
2.54000,1.04186
2.55000,1.04190
2.56000,1.04195
2.57000,1.04200
2.58000,1.04204
2.59000,1.04209
2.60000,1.04214
2.61000,1.04218
2.62000,1.04223
2.63000,1.04227
2.64000,1.04232
2.65000,1.04236
2.66000,1.04241
2.67000,1.04245
2.68000,1.04249
2.69000,1.04254
2.70000,1.04258
2.71000,1.04262
2.72000,1.04266
2.73000,1.04270
2.74000,1.04274
2.75000,1.04278
2.76000,1.04282
2.77000,1.04286
2.78000,1.04290
2.79000,1.04294
2.80000,1.04297
2.81000,1.04301
2.82000,1.04305
2.83000,1.04308
2.84000,1.04312
2.85000,1.04315
2.86000,1.04318
2.87000,1.04321
2.88000,1.04325
2.89000,1.04328
2.90000,1.04331
2.91000,1.04334
2.92000,1.04336
2.93000,1.04339
2.94000,1.04342
2.95000,1.04345
2.96000,1.04347
2.97000,1.04350
2.98000,1.04352
2.99000,1.04354
3.00000,1.04356
3.01000,1.04359
3.02000,1.04361
3.03000,1.04363
3.04000,1.04365
3.05000,1.04366
3.06000,1.04368
3.07000,1.04370
3.08000,1.04372
3.09000,1.04373
3.10000,1.04375
3.11000,1.04376
3.12000,1.04377
3.13000,1.04379
3.14000,1.04380
3.15000,1.04381
3.16000,1.04382
3.17000,1.04383
3.18000,1.04384
3.19000,1.04385
3.20000,1.04386
3.21000,1.04387
3.22000,1.04388
3.23000,1.04389
3.24000,1.04389
3.25000,1.04390
3.26000,1.04391
3.27000,1.04391
3.28000,1.04392
3.29000,1.04392
3.30000,1.04393
3.31000,1.04393
3.32000,1.04394
3.33000,1.04394
3.34000,1.04394
3.35000,1.04395
3.36000,1.04395
3.37000,1.04396
3.38000,1.04396
3.39000,1.04396
3.40000,1.04397
3.41000,1.04397
3.42000,1.04397
3.43000,1.04398
3.44000,1.04398
3.45000,1.04398
3.46000,1.04399
3.47000,1.04399
3.48000,1.04399
3.49000,1.04400
3.50000,1.04400
3.51000,1.04400
3.52000,1.04401
3.53000,1.04401
3.54000,1.04402
3.55000,1.04402
3.56000,1.04403
3.57000,1.04403
3.58000,1.04404
3.59000,1.04404
3.60000,1.04405
3.61000,1.04405
3.62000,1.04406
3.63000,1.04407
3.64000,1.04407
3.65000,1.04408
3.66000,1.04409
3.67000,1.04410
3.68000,1.04411
3.69000,1.04411
3.70000,1.04412
3.71000,1.04413
3.72000,1.04414
3.73000,1.04415
3.74000,1.04416
3.75000,1.04417
3.76000,1.04418
3.77000,1.04419
3.78000,1.04420
3.79000,1.04422
3.80000,1.04423
3.81000,1.04424
3.82000,1.04425
3.83000,1.04427
3.84000,1.04428
3.85000,1.04429
3.86000,1.04430
3.87000,1.04432
3.88000,1.04433
3.89000,1.04434
3.90000,1.04436
3.91000,1.04437
3.92000,1.04439
3.93000,1.04440
3.94000,1.04441
3.95000,1.04443
3.96000,1.04444
3.97000,1.04446
3.98000,1.04447
3.99000,1.04448
4.00000,1.04450
4.01000,1.04451
4.02000,1.04452
4.03000,1.04454
4.04000,1.04455
4.05000,1.04457
4.06000,1.04458
