,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99983,358.90696,0.99743,358.80289,0.99701,358.62288
1,Gen1A-10,0.99974,349.65935,0.99978,349.48503,0.98394,348.60393,1.00505,347.40006
2,Gen1A-11,1.0,349.68644,1.00004,349.52006,0.98477,348.62064,1.00548,347.41154
3,Gen1A-2,1.0,357.97005,0.99981,357.94182,0.99632,357.78392,0.99743,357.50576
4,Gen1A-3,1.0,359.33597,0.99984,359.32606,0.99785,359.25352,0.99681,359.1293
5,Gen1A-4,1.0,49.99998,0.99986,49.99521,0.99898,49.9598,0.99675,49.92989
6,Gen1A-5,1.0,349.94507,1.00005,349.76617,0.98467,348.86192,1.00505,347.75081
7,Gen1A-6,0.99873,349.07845,0.99878,348.90451,0.98261,347.99219,1.0042,346.80451
8,Gen1A-7,1.0,359.47023,0.99983,359.46008,0.99744,359.37699,0.99644,359.23643
9,Gen1A-8,0.99758,353.21166,0.99743,353.14019,0.98883,352.73987,0.99684,352.0756
10,Gen1A-9,0.99611,354.01638,0.99594,353.95154,0.98815,353.59257,0.99489,352.99873
11,Gen1B-1,1.00984,10.37858,1.00933,10.39487,1.00291,12.81156,1.01248,1.45457
12,Gen1B-11,0.99999,7.02756,0.99953,7.02178,0.99239,8.81182,1.00637,359.35267
13,Gen1B-12,0.99778,6.4718,0.9973,6.46219,0.98903,8.24153,1.00477,358.84151
14,Gen1B-13,1.00873,9.93964,1.00816,9.95525,1.00033,12.44432,1.01141,0.9182
15,Gen1B-14,1.01203,10.20758,1.01139,10.22389,1.00193,12.837,1.01411,0.97529
16,Gen1B-2,1.0082,9.40245,1.00773,9.41482,1.00182,11.64336,1.0113,0.82726
17,Gen1B-3,1.01278,14.30337,1.01237,14.3319,1.0089,16.94374,1.01228,4.82437
18,Gen1B-3-1,1.01278,14.30337,1.01237,14.3319,1.0089,16.94374,1.01228,4.82437
19,Gen1B-4,1.00976,10.24269,1.00922,10.25901,1.00226,12.71391,1.01237,1.26252
20,Gen1B-4-1,1.01738,9.32605,1.01689,9.33821,1.01046,11.59863,1.02064,0.70168
21,Gen1B-5,1.00709,9.03109,1.00639,9.04368,0.99535,11.65735,1.01011,359.85828
22,Gen1B-6,1.00616,8.66382,1.00541,8.67489,0.99295,11.32338,1.00891,359.45192
23,Gen1B-6-1,1.0065,8.94898,1.00578,8.96138,0.9942,11.61549,1.00978,359.71574
24,Gen1B-7,1.01203,10.20757,1.01139,10.22388,1.00194,12.837,1.01412,0.97529
25,Gen2E-17,1.00083,358.47508,0.9361,352.36205,0.78702,253.63248,1.09138,111.57544
26,Gen2E-18,0.99988,358.55603,0.94598,353.53154,0.78369,256.27505,1.09097,111.00697
27,Gen2E-2,0.99958,358.89852,0.94989,354.31811,0.77306,259.40869,1.09064,110.30124
28,Gen2E-30,0.99954,358.06397,0.93633,352.04648,0.78567,253.29483,1.0914,111.21832
29,Gen2E-33,0.99956,357.34113,0.94117,351.70411,0.77946,253.50297,1.08912,110.16621
30,Gen2E-34,0.9996,358.89498,0.94971,354.30148,0.775,259.35685,1.09428,110.36895
31,Gen2E-35,0.99738,357.34425,0.9436,352.17676,0.77218,254.85435,1.08626,109.70222
32,Gen2E-36,0.99783,357.35576,0.94162,351.94329,0.77717,253.86316,1.08738,110.09132
33,Gen2E-37,0.99961,357.77141,0.95644,353.69758,0.76417,260.50948,1.08632,108.37334
34,Gen2E-5,0.99573,359.39226,0.92337,352.47757,0.77646,253.40471,1.07999,112.12196
35,Gen2E-7,0.99957,359.12245,0.94894,354.48231,0.78162,258.39615,1.09291,111.11058
36,Gen2W-1,0.99944,5.30047,0.82475,348.77683,0.81333,248.21756,1.09999,121.20986
37,Gen2W-11,0.99944,5.22766,0.82061,348.03004,0.81307,248.25055,1.0999,121.13694
38,Gen2W-12,0.99945,4.85749,0.83405,349.30237,0.81151,248.31606,1.09896,120.68832
39,Gen2W-21,0.99944,5.07524,0.83086,349.31958,0.81386,248.09581,1.09968,121.09313
40,Gen2W-24,0.99933,4.3638,0.83441,348.77324,0.81407,247.37235,1.09688,120.45496
41,Gen2W-25,0.99849,4.65633,0.82277,347.52017,0.8104,247.95867,1.09734,120.52447
42,Gen2W-5,0.99944,5.19041,0.82386,348.51643,0.81382,248.16492,1.09856,121.01943
43,Gen2W-6,0.99822,4.626,0.82761,348.19783,0.8091,248.19683,1.09642,120.35671
44,Gen3D-10,0.99723,5.21419,0.9951,4.91984,0.92724,343.51752,1.00633,81.5339
45,Gen3D-13,1.00098,5.46362,0.99915,5.19656,0.93596,343.97774,1.01599,81.60859
46,Gen3D-15,0.99715,5.47699,0.99454,5.13637,0.92072,343.43737,1.00384,82.04436
