,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99904,358.89336,0.99945,358.80822,0.99904,358.85841
1,Gen1A-10,0.99974,349.65935,0.99757,349.31981,0.98688,348.77953,1.00159,349.20292
2,Gen1A-11,1.0,349.68644,0.99792,349.36187,0.9877,348.79806,1.00172,349.23097
3,Gen1A-2,1.0,357.97005,0.99889,357.91705,0.9985,357.80324,0.99939,357.87386
4,Gen1A-3,1.0,359.33597,0.99912,359.31755,0.99976,359.25376,0.99891,359.28946
5,Gen1A-4,1.0,49.99998,0.99927,49.99377,1.00067,49.94656,0.99891,49.91354
6,Gen1A-5,1.0,349.94507,0.99779,349.5974,0.98771,349.02896,1.00188,349.50528
7,Gen1A-6,0.99873,349.07845,0.9966,348.7383,0.98553,348.17147,1.0006,348.62089
8,Gen1A-7,1.0,359.47023,0.99911,359.45147,0.99931,359.37551,0.99822,359.41962
9,Gen1A-8,0.99758,353.21166,0.9961,353.07375,0.99131,352.81934,0.99761,352.97931
10,Gen1A-9,0.99611,354.01638,0.99467,353.89184,0.99058,353.66113,0.99598,353.80808
11,Gen1B-1,1.00984,10.37858,1.00867,10.41039,1.00839,13.47132,1.00818,8.15736
12,Gen1B-11,0.99999,7.02756,0.99866,7.0206,0.9959,9.40571,0.99974,5.13348
13,Gen1B-12,0.99778,6.4718,0.99638,6.45786,0.9927,8.83117,0.99779,4.58683
14,Gen1B-13,1.00873,9.93964,1.00747,9.96975,1.00693,13.10011,1.00698,7.69222
15,Gen1B-14,1.01203,10.20758,1.01067,10.23849,1.00975,13.49326,1.01009,7.90706
16,Gen1B-2,1.0082,9.40245,1.00706,9.42757,1.00643,12.29153,1.00669,7.2724
17,Gen1B-3,1.01278,14.30337,1.0119,14.35746,1.01291,17.65761,1.01071,11.94466
18,Gen1B-3-1,1.01278,14.30337,1.0119,14.35746,1.01291,17.65761,1.01071,11.94466
19,Gen1B-4,1.00976,10.24269,1.00856,10.27433,1.00823,13.37261,1.00804,8.00651
20,Gen1B-4-1,1.01738,9.32605,1.0162,9.35069,1.01542,12.24673,1.0159,7.18263
21,Gen1B-5,1.00709,9.03109,1.00561,9.05482,1.00426,12.30314,1.00527,6.74291
22,Gen1B-6,1.00616,8.66382,1.00459,8.68449,1.00277,11.96629,1.00418,6.36553
23,Gen1B-6-1,1.0065,8.94898,1.00498,8.97215,1.00358,12.26081,1.00472,6.64435
24,Gen1B-7,1.01203,10.20757,1.01067,10.23848,1.00975,13.49325,1.01009,7.90705
25,Gen2E-17,1.00083,358.47508,0.88166,356.30517,0.78383,348.70679,1.08979,254.47097
26,Gen2E-18,0.99988,358.55603,0.90216,356.88483,0.80392,347.86289,1.08443,254.94509
27,Gen2E-2,0.99958,358.89852,0.90999,357.49529,0.81927,347.73639,1.0783,255.88772
28,Gen2E-30,0.99954,358.06397,0.88263,355.85196,0.78169,348.27774,1.0864,254.11151
29,Gen2E-33,0.99956,357.34113,0.89155,355.23364,0.78656,346.86851,1.08287,253.72322
30,Gen2E-34,0.9996,358.89498,0.90972,357.48649,0.82038,347.72491,1.07953,255.84199
31,Gen2E-35,0.99738,357.34425,0.89866,355.50785,0.79425,346.30418,1.07875,254.00516
32,Gen2E-36,0.99783,357.35576,0.89437,355.38251,0.78861,346.60113,1.08175,253.78189
33,Gen2E-37,0.99961,357.77141,0.92141,356.37849,0.82874,345.91026,1.06723,255.53568
34,Gen2E-5,0.99573,359.39226,0.86044,357.52444,0.77205,349.46899,1.07749,255.39422
35,Gen2E-7,0.99957,359.12245,0.90833,357.72307,0.81417,348.10845,1.07838,255.74316
36,Gen2W-1,0.99944,5.30047,0.69322,359.91745,0.70312,9.06849,1.10804,258.406
37,Gen2W-11,0.99944,5.22766,0.68672,359.59876,0.70288,8.95662,1.10849,258.35886
38,Gen2W-12,0.99945,4.85749,0.70133,359.49822,0.70385,7.84063,1.10817,258.11108
39,Gen2W-21,0.99944,5.07524,0.68257,359.24025,0.70186,9.18346,1.11149,258.21009
40,Gen2W-24,0.99933,4.3638,0.68879,358.42724,0.70639,8.10894,1.11456,257.60397
41,Gen2W-25,0.99849,4.65633,0.66595,358.1148,0.70281,7.72198,1.1069,257.92894
42,Gen2W-5,0.99944,5.19041,0.69136,359.79287,0.70779,8.60127,1.10484,258.34053
43,Gen2W-6,0.99822,4.626,0.69547,359.0819,0.70446,7.1346,1.10443,257.96645
44,Gen3D-10,0.99723,5.21419,0.99319,4.89392,0.9754,353.46618,0.97833,284.62665
45,Gen3D-13,1.00098,5.46362,0.99747,5.18037,0.98125,353.79498,0.98584,284.93511
46,Gen3D-15,0.99715,5.47699,0.99222,5.09613,0.97344,353.59616,0.97889,284.71997
47,Gen3D-17,0.99349,4.7628,0.98963,4.45143,0.972,353.01668,0.97604,284.17338
48,Gen3D-20,1.00126,6.34186,0.99804,6.09421,0.9825,354.78983,0.98651,285.94756
49,Gen3D-23,0.99638,5.41177,0.9915,5.03338,0.97254,353.53875,0.97812,284.66148
