,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.9995,358.89994,0.99904,358.82943,0.99925,358.91239
1,Gen1A-10,0.99974,349.65935,0.99889,349.40203,0.98661,348.91799,1.00017,349.54066
2,Gen1A-11,1.0,349.68644,0.99919,349.44053,0.9874,348.93343,1.00036,349.56758
3,Gen1A-2,1.0,357.97005,0.99943,357.9291,0.9981,357.83352,0.99946,357.95126
4,Gen1A-3,1.0,359.33597,0.99953,359.32165,0.99936,359.26947,0.99919,359.32925
5,Gen1A-4,1.0,49.99998,0.99961,49.99521,1.00027,49.95771,0.99924,49.93954
6,Gen1A-5,1.0,349.94507,0.99914,349.68142,0.98737,349.17486,1.00044,349.83593
7,Gen1A-6,0.99873,349.07845,0.99791,348.82106,0.98525,348.3126,0.99917,348.95949
8,Gen1A-7,1.0,359.47023,0.99953,359.45558,0.99896,359.39353,0.99872,359.46414
9,Gen1A-8,0.99758,353.21166,0.99688,353.10647,0.99103,352.88283,0.99732,353.15358
10,Gen1A-9,0.99611,354.01638,0.99542,353.92119,0.99029,353.71973,0.99578,353.96533
11,Gen1B-1,1.00984,10.37858,1.00901,10.40256,1.00828,12.89998,1.00781,9.4976
12,Gen1B-11,0.99999,7.02756,0.99913,7.02067,0.99618,8.96183,0.99851,6.28934
13,Gen1B-12,0.99778,6.4718,0.99688,6.45943,0.99309,8.39218,0.99648,5.73584
14,Gen1B-13,1.00873,9.93964,1.00782,9.96242,1.00678,12.51841,1.00665,9.04383
15,Gen1B-14,1.01203,10.20758,1.01103,10.23112,1.00956,12.8905,1.00983,9.28716
16,Gen1B-2,1.0082,9.40245,1.00741,9.42104,1.00641,11.75548,1.00616,8.56241
17,Gen1B-3,1.01278,14.30337,1.01213,14.34493,1.01273,17.03377,1.01074,13.37388
18,Gen1B-3-1,1.01278,14.30337,1.01213,14.34493,1.01273,17.03377,1.01074,13.37388
19,Gen1B-4,1.00976,10.24269,1.00889,10.26661,1.0081,12.79535,1.0077,9.35375
20,Gen1B-4-1,1.01738,9.32605,1.01656,9.3443,1.0154,11.70566,1.01536,8.47916
21,Gen1B-5,1.00709,9.03109,1.006,9.04909,1.00406,11.70488,1.00494,8.11049
22,Gen1B-6,1.00616,8.66382,1.00499,8.6795,1.00256,11.36357,1.00387,7.73658
23,Gen1B-6-1,1.0065,8.94898,1.00537,8.9666,1.00336,11.65615,1.0044,8.01955
24,Gen1B-7,1.01203,10.20757,1.01103,10.23111,1.00957,12.89049,1.00983,9.28715
25,Gen2E-17,1.00083,358.47508,0.91228,356.01738,0.85925,333.54393,1.04237,222.97084
26,Gen2E-18,0.99988,358.55603,0.92718,356.59239,0.87161,333.52942,1.03659,223.25099
27,Gen2E-2,0.99958,358.89852,0.93295,357.17582,0.88123,334.07622,1.03362,223.86996
28,Gen2E-30,0.99954,358.06397,0.91277,355.60064,0.85741,333.18979,1.04071,222.58642
29,Gen2E-33,0.99956,357.34113,0.91942,355.00628,0.85992,332.30313,1.03842,222.02891
30,Gen2E-34,0.9996,358.89498,0.93275,357.16683,0.88242,334.06042,1.03483,223.83815
31,Gen2E-35,0.99738,357.34425,0.92408,355.25357,0.86349,332.19303,1.03457,222.16352
32,Gen2E-36,0.99783,357.35576,0.92102,355.1398,0.86033,332.1892,1.03641,222.06487
33,Gen2E-37,0.99961,357.77141,0.94152,356.14836,0.88722,333.11018,1.02664,223.12159
