,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99947,358.89946,0.99909,358.82526,0.99928,358.90823
1,Gen1A-10,0.99974,349.65935,0.99882,349.39614,0.98664,348.88428,1.00051,349.51735
2,Gen1A-11,1.0,349.68644,0.99912,349.4349,0.98744,348.90091,1.00069,349.54474
3,Gen1A-2,1.0,357.97005,0.9994,357.92822,0.99814,357.82704,0.99952,357.94545
4,Gen1A-3,1.0,359.33597,0.99951,359.32135,0.99941,359.26651,0.99921,359.32601
5,Gen1A-4,1.0,49.99998,0.99959,49.99514,1.00032,49.95592,0.99923,49.93542
6,Gen1A-5,1.0,349.94507,0.99907,349.67538,0.98741,349.14003,1.00079,349.81329
7,Gen1A-6,0.99873,349.07845,0.99784,348.81516,0.98529,348.27844,0.99952,348.93641
8,Gen1A-7,1.0,359.47023,0.99951,359.45527,0.999,359.39021,0.9987,359.46065
9,Gen1A-8,0.99758,353.21166,0.99684,353.10413,0.99106,352.86782,0.99747,353.14108
10,Gen1A-9,0.99611,354.01638,0.99538,353.91908,0.99032,353.70602,0.99591,353.954
11,Gen1B-1,1.00984,10.37858,1.00898,10.40309,1.00828,12.96466,1.00814,9.35876
12,Gen1B-11,0.99999,7.02756,0.9991,7.0206,0.99612,9.01176,0.99886,6.17178
13,Gen1B-12,0.99778,6.4718,0.99685,6.45925,0.99301,8.44086,0.99685,5.61923
14,Gen1B-13,1.00873,9.93964,1.00779,9.96291,1.0068,12.58331,1.00702,8.90457
15,Gen1B-14,1.01203,10.20758,1.011,10.23162,1.0096,12.95689,1.01025,9.14473
16,Gen1B-2,1.0082,9.40245,1.00739,9.42147,1.00639,11.81671,1.00647,8.42945
17,Gen1B-3,1.01278,14.30337,1.01212,14.34582,1.01272,17.10687,1.01098,13.22058
18,Gen1B-3-1,1.01278,14.30337,1.01212,14.34582,1.01272,17.10687,1.01098,13.22058
19,Gen1B-4,1.00976,10.24269,1.00887,10.26713,1.0081,12.86031,1.00804,9.21449
20,Gen1B-4-1,1.01738,9.32605,1.01654,9.34472,1.01539,11.76713,1.01569,8.34557
21,Gen1B-5,1.00709,9.03109,1.00597,9.04947,1.00411,11.76953,1.0054,7.97132
22,Gen1B-6,1.00616,8.66382,1.00496,8.67982,1.00262,11.42797,1.00436,7.59774
23,Gen1B-6-1,1.0065,8.94898,1.00535,8.96696,1.00342,11.72109,1.00487,7.87991
24,Gen1B-7,1.01203,10.20757,1.011,10.23161,1.0096,12.95689,1.01025,9.14472
25,Gen2E-17,1.00083,358.47508,0.91047,356.87975,0.84397,348.68873,1.0589,261.09927
26,Gen2E-18,0.99988,358.55603,0.92576,357.3016,0.85902,348.15941,1.0527,261.33896
27,Gen2E-2,0.99958,358.89852,0.93164,357.82753,0.87036,348.17193,1.04876,261.92693
28,Gen2E-30,0.99954,358.06397,0.91097,356.44494,0.84211,348.3141,1.05682,260.72696
29,Gen2E-33,0.99956,357.34113,0.91773,355.78932,0.84558,347.1459,1.05419,260.16746
30,Gen2E-34,0.9996,358.89498,0.93144,357.82039,0.87148,348.15938,1.04976,261.89293
31,Gen2E-35,0.99738,357.34425,0.92254,355.97304,0.85056,346.73222,1.05006,260.27933
32,Gen2E-36,0.99783,357.35576,0.91941,355.89231,0.84658,346.94487,1.05224,260.19201
33,Gen2E-37,0.99961,357.77141,0.94034,356.71439,0.87784,346.70239,1.04137,261.19249
34,Gen2E-5,0.99573,359.39226,0.89255,357.96506,0.83062,349.12956,1.05166,261.9947
35,Gen2E-7,0.99957,359.12245,0.9303,358.05438,0.86634,348.46452,1.04885,261.97032
36,Gen2W-1,0.99944,5.30047,0.7503,1.41877,0.78125,4.45907,1.08956,266.42706
37,Gen2W-11,0.99944,5.22766,0.74238,1.11496,0.78102,4.35784,1.0898,266.36517
38,Gen2W-12,0.99945,4.85749,0.76465,1.15518,0.78199,3.48121,1.08875,266.06712
39,Gen2W-21,0.99944,5.07524,0.76134,1.36254,0.78045,4.39935,1.09149,266.21314
40,Gen2W-24,0.99933,4.3638,0.76561,0.55107,0.78232,3.39487,1.09211,265.59874
41,Gen2W-25,0.99849,4.65633,0.74478,0.43042,0.78063,3.31825,1.08736,265.89286
42,Gen2W-5,0.99944,5.19041,0.74767,1.27323,0.78479,4.10496,1.08651,266.3639
43,Gen2W-6,0.99822,4.626,0.7528,0.63147,0.78204,2.92839,1.08519,265.89778
44,Gen3D-10,0.99723,5.21419,0.99472,4.95972,0.97771,355.5688,0.98244,278.3362
45,Gen3D-13,1.00098,5.46362,0.99881,5.23565,0.98333,355.88102,0.98968,278.57619
46,Gen3D-15,0.99715,5.47699,0.99407,5.17856,0.97595,355.71873,0.98293,278.54026
47,Gen3D-17,0.99349,4.7628,0.99109,4.51493,0.97427,355.1168,0.98003,277.87061
48,Gen3D-20,1.00126,6.34186,0.99926,6.14097,0.98439,356.86055,0.9901,279.5129
49,Gen3D-23,0.99638,5.41177,0.99334,5.11527,0.97508,355.65946,0.9823,278.47334
50,Gen3D-25,0.99478,5.48591,0.99132,5.15524,0.97166,355.64696,0.98171,278.4878
51,Gen3D-26,0.99784,5.56485,0.99481,5.26974,0.9767,355.81777,0.98426,278.62696
52,Gen3D-29,0.99563,5.62378,0.99211,5.28869,0.97233,355.77738,0.98288,278.6177
53,Gen3D-30,0.98896,5.10097,0.98506,4.73133,0.96349,355.15652,0.97567,278.04107
54,Gen3D-31,0.99536,5.29518,0.99231,4.99795,0.97394,355.53631,0.98131,278.35332
55,Gen3D-32,0.99369,5.15668,0.99058,4.85257,0.97185,355.37356,0.97984,278.2008
56,Gen3D-4,0.99982,5.75322,0.99685,5.46469,0.97871,356.02987,0.98487,278.83905
57,Gen3D-5,0.99832,5.59331,0.99535,5.30349,0.97723,355.85955,0.98418,278.66822
58,Gen3L-10,0.99156,6.37629,0.98842,6.10184,0.9704,356.78967,0.97532,279.48845
59,Gen3L-18,0.99793,6.99725,0.9948,6.72792,0.97727,357.44945,0.98144,280.13466
60,Gen3L-2,0.99472,6.78569,0.99116,6.48427,0.97261,357.1343,0.97973,279.84941
61,Gen3L-20,0.99962,7.43279,0.99651,7.16722,0.9794,357.91253,0.98307,280.5882
62,Gen3L-21,0.99962,7.80925,0.99655,7.54878,0.98,358.31937,0.98328,280.98457
63,Gen3L-22,0.99962,7.89976,0.99656,7.64086,0.98009,358.41865,0.98323,281.08088
64,Gen3L-26-1,0.99565,355.64869,0.99274,355.39123,0.97575,345.03426,0.98233,268.82327
65,Gen3L-27,0.99415,353.81379,0.99097,353.54241,0.9716,342.95551,0.97992,266.96411
66,Gen3L-29,0.99961,356.00317,0.99681,355.771,0.97993,345.32674,0.98348,269.2823
67,Gen3L-3,0.99691,6.99597,0.99355,6.71007,0.97571,357.39828,0.98142,280.09642
68,Gen3L-30,0.99785,355.86609,0.995,355.61379,0.9782,345.27358,0.98393,269.05514
69,Gen3L-31,0.99985,13.02897,0.99666,12.79551,0.9912,4.20538,0.99605,286.20511
70,Gen3L-32,0.99745,9.51904,0.9938,9.23141,0.98472,0.11309,0.99205,282.62781
71,Gen3L-33,0.99982,344.48599,0.99091,343.74183,0.95405,331.56865,0.99481,256.871
72,Gen3L-34,1.00519,344.31499,0.99161,343.00279,0.95261,330.40608,0.99923,256.7735
73,Gen3L-35,1.00017,344.35753,0.99264,343.67157,0.95984,331.35627,0.99384,257.07912
74,Gen3L-36,1.00967,350.7457,1.0051,350.39734,0.99202,338.43689,1.00638,263.79875
75,Gen3L-37,0.9999,358.11844,0.99709,357.85626,0.98354,347.80376,0.99093,271.25606
76,Gen3L-38,1.01988,348.04173,1.01507,347.64257,1.00219,335.57573,1.01609,260.97899
