,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99908,358.89404,0.99944,358.81032,0.99914,358.87209
1,Gen1A-10,0.99974,349.65935,0.99768,349.32817,0.98688,348.79271,1.0013,349.28886
2,Gen1A-11,1.0,349.68644,0.99803,349.36987,0.98769,348.81143,1.00143,349.31715
3,Gen1A-2,1.0,357.97005,0.99894,357.9183,0.99849,357.80623,0.99946,357.89359
4,Gen1A-3,1.0,359.33597,0.99915,359.31798,0.99974,359.2553,0.99902,359.29936
5,Gen1A-4,1.0,49.99998,0.9993,49.99393,1.00065,49.94709,0.99904,49.91727
6,Gen1A-5,1.0,349.94507,0.99791,349.60595,0.98771,349.04279,1.00158,349.58982
7,Gen1A-6,0.99873,349.07845,0.99671,348.74672,0.98553,348.18504,1.0003,348.70719
8,Gen1A-7,1.0,359.47023,0.99915,359.4519,0.9993,359.37729,0.99836,359.43088
9,Gen1A-8,0.99758,353.21166,0.99617,353.0771,0.99131,352.82573,0.99759,353.02368
10,Gen1A-9,0.99611,354.01638,0.99474,353.89485,0.99058,353.66701,0.99598,353.84815
11,Gen1B-1,1.00984,10.37858,1.00871,10.40966,1.00804,13.41441,1.00815,8.45183
12,Gen1B-11,0.99999,7.02756,0.99871,7.02069,0.99575,9.36254,0.99948,5.39149
13,Gen1B-12,0.99778,6.4718,0.99643,6.45811,0.99255,8.78804,0.99752,4.84302
14,Gen1B-13,1.00873,9.93964,1.00751,9.96908,1.00651,13.04081,1.00698,7.98865
15,Gen1B-14,1.01203,10.20758,1.01071,10.23783,1.00925,13.43064,1.01014,8.20871
16,Gen1B-2,1.0082,9.40245,1.0071,9.42697,1.00616,12.23894,1.0066,7.55738
17,Gen1B-3,1.01278,14.30337,1.01193,14.35622,1.01262,17.5986,1.01075,12.25673
18,Gen1B-3-1,1.01278,14.30337,1.01193,14.35622,1.01262,17.5986,1.01075,12.25673
19,Gen1B-4,1.00976,10.24269,1.00859,10.27362,1.00785,13.31453,1.00802,8.30225
20,Gen1B-4-1,1.01738,9.32605,1.01624,9.35011,1.01513,12.19327,1.01582,7.4687
21,Gen1B-5,1.00709,9.03109,1.00565,9.05434,1.00371,12.23898,1.00532,7.04193
22,Gen1B-6,1.00616,8.66382,1.00463,8.6841,1.00216,11.90035,1.00425,6.6651
23,Gen1B-6-1,1.0065,8.94898,1.00502,8.97169,1.003,12.19535,1.00478,6.94472
24,Gen1B-7,1.01203,10.20757,1.01071,10.23782,1.00925,13.43064,1.01014,8.2087
25,Gen2E-17,1.00083,358.47508,0.88558,356.31378,0.79086,347.25804,1.08639,251.83662
26,Gen2E-18,0.99988,358.55603,0.90513,356.87973,0.81041,346.52975,1.08045,252.27196
27,Gen2E-2,0.99958,358.89852,0.9125,357.47993,0.82526,346.47792,1.07474,253.15336
28,Gen2E-30,0.99954,358.06397,0.88665,355.8682,0.78882,346.84005,1.08326,251.47487
29,Gen2E-33,0.99956,357.34113,0.89521,355.24841,0.79359,345.49667,1.07982,251.05927
30,Gen2E-34,0.9996,358.89498,0.91224,357.47123,0.82638,346.46497,1.07603,253.10963
31,Gen2E-35,0.99738,357.34425,0.90176,355.51006,0.80095,344.991,1.07558,251.31282
