,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99947,358.89977,0.99916,358.82882,0.99924,358.91071
1,Gen1A-10,0.99974,349.65935,0.99881,349.39937,0.98673,348.92049,1.00019,349.52884
2,Gen1A-11,1.0,349.68644,0.99911,349.438,0.98753,348.93648,1.00037,349.55586
3,Gen1A-2,1.0,357.97005,0.9994,357.92878,0.99822,357.83321,0.99945,357.94878
4,Gen1A-3,1.0,359.33597,0.99951,359.32155,0.99947,359.26882,0.99918,359.328
5,Gen1A-4,1.0,49.99998,0.99959,49.99528,1.00038,49.95642,0.99922,49.93736
6,Gen1A-5,1.0,349.94507,0.99905,349.67867,0.98751,349.1765,1.00045,349.82448
7,Gen1A-6,0.99873,349.07845,0.99782,348.8184,0.98538,348.31509,0.99919,348.9476
8,Gen1A-7,1.0,359.47023,0.99951,359.45549,0.99906,359.39273,0.99869,359.4628
9,Gen1A-8,0.99758,353.21166,0.99683,353.10553,0.99115,352.88401,0.99731,353.14767
10,Gen1A-9,0.99611,354.01638,0.99537,353.92035,0.99041,353.72057,0.99577,353.96003
11,Gen1B-1,1.00984,10.37858,1.00899,10.40277,1.00819,12.97983,1.00774,9.44619
12,Gen1B-11,0.99999,7.02756,0.99911,7.02074,0.99612,9.02608,0.99848,6.2461
13,Gen1B-12,0.99778,6.4718,0.99685,6.45946,0.99301,8.45606,0.99645,5.69261
14,Gen1B-13,1.00873,9.93964,1.0078,9.9626,1.00666,12.59983,1.00657,8.99138
15,Gen1B-14,1.01203,10.20758,1.01101,10.23128,1.0094,12.97487,1.00975,9.23314
16,Gen1B-2,1.0082,9.40245,1.0074,9.42124,1.00634,11.8307,1.0061,8.51345
17,Gen1B-3,1.01278,14.30337,1.01212,14.34526,1.01268,17.11961,1.01066,13.32025
18,Gen1B-3-1,1.01278,14.30337,1.01212,14.34526,1.01268,17.11961,1.01066,13.32025
19,Gen1B-4,1.00976,10.24269,1.00888,10.26681,1.00799,12.87606,1.00763,9.30181
