,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99982,358.90656,0.99797,358.7507,0.99724,358.53044
1,Gen1A-10,0.99974,349.65935,0.99977,349.48029,0.98551,348.22029,0.9981,346.47312
2,Gen1A-11,1.0,349.68644,1.00003,349.51555,0.98639,348.23515,0.99874,346.49531
3,Gen1A-2,1.0,357.97005,0.9998,357.94107,0.99689,357.70422,0.99718,357.34991
4,Gen1A-3,1.0,359.33597,0.99983,359.32581,0.99836,359.21693,0.99714,359.06821
5,Gen1A-4,1.0,49.99998,0.99985,49.99491,0.99945,49.94744,0.99767,49.83563
6,Gen1A-5,1.0,349.94507,1.00004,349.76132,0.98626,348.46936,0.99825,346.83539
7,Gen1A-6,0.99873,349.07845,0.99877,348.89976,0.9843,347.60202,0.997,345.85933
8,Gen1A-7,1.0,359.47023,0.99982,359.45982,0.99794,359.33488,0.99596,359.172
9,Gen1A-8,0.99758,353.21166,0.99741,353.13825,0.98966,352.55786,0.99354,351.65854
10,Gen1A-9,0.99611,354.01638,0.99593,353.94979,0.98892,353.42664,0.99199,352.62805
11,Gen1B-1,1.00984,10.37858,1.00933,10.39609,0.99964,13.52014,1.01843,359.9813
12,Gen1B-11,0.99999,7.02756,0.99953,7.02217,0.99011,9.28412,1.01326,358.05679
13,Gen1B-12,0.99778,6.4718,0.9973,6.46252,0.98648,8.71001,1.01088,357.54396
14,Gen1B-13,1.00873,9.93964,1.00817,9.9566,0.99635,13.18362,1.0175,359.4043
15,Gen1B-14,1.01203,10.20758,1.0114,10.22539,0.99711,13.62613,1.01947,359.42314
16,Gen1B-2,1.0082,9.40245,1.00774,9.41582,0.99908,12.27944,1.01757,359.41704
17,Gen1B-3,1.01278,14.30337,1.01238,14.33323,1.00671,17.71751,1.01526,3.40411
18,Gen1B-3-1,1.01278,14.30337,1.01238,14.33323,1.00671,17.71751,1.01526,3.40411
19,Gen1B-4,1.00976,10.24269,1.00923,10.2603,0.99868,13.43843,1.0184,359.76937
20,Gen1B-4-1,1.01738,9.32605,1.01689,9.33925,1.00748,12.24744,1.0269,359.2776
21,Gen1B-5,1.00709,9.03109,1.00641,9.04526,0.98979,12.45074,1.01647,358.26511
22,Gen1B-6,1.00616,8.66382,1.00542,8.67655,0.98675,12.13217,1.01503,357.83605
23,Gen1B-6-1,1.0065,8.94898,1.00579,8.96302,0.98834,12.42577,1.01635,358.09927
24,Gen1B-7,1.01203,10.20757,1.0114,10.22539,0.99711,13.62613,1.01947,359.42313
25,Gen2E-17,1.00083,358.47508,0.9339,349.89582,0.65269,209.82228,0.9213,253.77442
26,Gen2E-18,0.99988,358.55603,0.94358,351.53737,0.64223,214.041,0.92287,254.2962
