,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99879,358.89118,1.00045,358.76034,0.99995,358.83891
1,Gen1A-10,0.99974,349.65935,0.99676,349.29557,0.99058,348.44147,0.99521,348.9489
2,Gen1A-11,1.0,349.68644,0.99714,349.33783,0.99137,348.46015,0.99561,348.97596
3,Gen1A-2,1.0,357.97005,0.99859,357.91328,0.99967,357.73,1.00012,357.83593
4,Gen1A-3,1.0,359.33597,0.99888,359.31612,1.00067,359.22005,0.99973,359.28077
5,Gen1A-4,1.0,49.99998,0.99907,49.99442,1.00142,49.93685,0.99992,49.81097
6,Gen1A-5,1.0,349.94507,0.99697,349.57379,0.99136,348.68171,0.99611,349.22039
7,Gen1A-6,0.99873,349.07845,0.99579,348.71272,0.9894,347.8299,0.99388,348.35439
8,Gen1A-7,1.0,359.47023,0.99887,359.44996,1.00023,359.33657,0.99802,359.41564
9,Gen1A-8,0.99758,353.21166,0.99564,353.06219,0.99335,352.65736,0.99546,352.89368
10,Gen1A-9,0.99611,354.01638,0.99424,353.8817,0.99246,353.51258,0.99424,353.72915
11,Gen1B-1,1.00984,10.37858,1.00851,10.41404,1.00897,14.00094,1.01614,10.89814
12,Gen1B-11,0.99999,7.02756,0.99842,7.02212,0.99616,9.77866,1.00593,7.39878
13,Gen1B-12,0.99778,6.4718,0.99612,6.45893,0.99294,9.19615,1.00295,6.83152
14,Gen1B-13,1.00873,9.93964,1.00731,9.9731,1.00766,13.63983,1.01552,10.44803
15,Gen1B-14,1.01203,10.20758,1.0105,10.24177,1.01062,14.05517,1.01842,10.72559
16,Gen1B-2,1.0082,9.40245,1.00689,9.43084,1.0069,12.78047,1.01427,9.896
17,Gen1B-3,1.01278,14.30337,1.01179,14.36282,1.01338,18.2557,1.01613,14.97493
18,Gen1B-3-1,1.01278,14.30337,1.01179,14.36282,1.01338,18.2557,1.01613,14.97493
19,Gen1B-4,1.00976,10.24269,1.0084,10.27788,1.00888,13.90841,1.01631,10.75896
20,Gen1B-4-1,1.01738,9.32605,1.01603,9.3539,1.01593,12.74066,1.02359,9.81857
21,Gen1B-5,1.00709,9.03109,1.00543,9.05741,1.00527,12.85708,1.01478,9.50812
22,Gen1B-6,1.00616,8.66382,1.0044,8.68676,1.00388,12.5236,1.01373,9.13088
23,Gen1B-6-1,1.0065,8.94898,1.0048,8.97464,1.00465,12.82123,1.01461,9.42087
24,Gen1B-7,1.01203,10.20757,1.0105,10.24176,1.01062,14.05517,1.01843,10.72559
25,Gen2E-17,1.00083,358.47508,0.85799,355.29913,0.67706,7.34356,0.876,73.18121
26,Gen2E-18,0.99988,358.55603,0.88266,355.80435,0.70824,5.39472,0.89184,71.92466
27,Gen2E-2,0.99958,358.89852,0.89219,356.18119,0.7294,4.38009,0.90224,71.0324
