,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99942,358.8995,0.99909,358.81896,0.99909,358.84116
1,Gen1A-10,0.99974,349.65935,0.99865,349.39539,0.98636,348.83973,1.00175,349.03779
2,Gen1A-11,1.0,349.68644,0.99896,349.43416,0.98717,348.85678,1.00193,349.06636
3,Gen1A-2,1.0,357.97005,0.99934,357.92826,0.99812,357.81785,0.99937,357.84485
4,Gen1A-3,1.0,359.33597,0.99947,359.32139,0.99942,359.26193,0.999,359.27791
5,Gen1A-4,1.0,49.99998,0.99956,49.99508,1.00035,49.95311,0.99903,49.92615
6,Gen1A-5,1.0,349.94507,0.9989,349.67466,0.98717,349.09349,1.00195,349.34593
7,Gen1A-6,0.99873,349.07845,0.99767,348.81431,0.98501,348.23254,1.00078,348.45407
8,Gen1A-7,1.0,359.47023,0.99946,359.45533,0.99899,359.385,0.99848,359.40574
9,Gen1A-8,0.99758,353.21166,0.99675,353.10392,0.99091,352.84714,0.99761,352.90068
10,Gen1A-9,0.99611,354.01638,0.99529,353.91895,0.99019,353.68714,0.99597,353.73818
11,Gen1B-1,1.00984,10.37858,1.00897,10.40332,1.00628,13.19774,1.00901,7.50123
12,Gen1B-11,0.99999,7.02756,0.99907,7.02101,0.99483,9.17841,1.0003,4.58974
13,Gen1B-12,0.99778,6.4718,0.99681,6.45968,0.99157,8.60713,0.99848,4.04264
14,Gen1B-13,1.00873,9.93964,1.00778,9.96313,1.00433,12.82614,1.00803,7.02142
15,Gen1B-14,1.01203,10.20758,1.01099,10.23182,1.0066,13.21598,1.0113,7.21241
16,Gen1B-2,1.0082,9.40245,1.00737,9.42174,1.00474,12.02769,1.00735,6.65196
17,Gen1B-3,1.01278,14.30337,1.01211,14.34595,1.01134,17.35749,1.01106,11.25459
18,Gen1B-3-1,1.01278,14.30337,1.01211,14.34595,1.01134,17.35749,1.01106,11.25459
19,Gen1B-4,1.00976,10.24269,1.00886,10.26735,1.0059,13.09837,1.00896,7.34282
20,Gen1B-4-1,1.01738,9.32605,1.01652,9.34498,1.01359,11.98226,1.01664,6.55554
21,Gen1B-5,1.00709,9.03109,1.00596,9.04969,1.00065,12.02968,1.00676,6.04615
22,Gen1B-6,1.00616,8.66382,1.00496,8.68004,0.99877,11.69282,1.0058,5.66151
23,Gen1B-6-1,1.0065,8.94898,1.00534,8.96718,0.99977,11.98641,1.00634,5.9393
24,Gen1B-7,1.01203,10.20757,1.01099,10.23182,1.0066,13.21597,1.0113,7.21241
25,Gen2E-17,1.00083,358.47508,0.9082,353.45305,0.82366,289.50568,1.06075,117.7362
26,Gen2E-18,0.99988,358.55603,0.92338,354.5028,0.83001,290.89156,1.05657,118.20267
27,Gen2E-2,0.99958,358.89852,0.92928,355.27361,0.83273,292.90082,1.05643,118.97802
28,Gen2E-30,0.99954,358.06397,0.9089,353.08067,0.82173,289.17289,1.06027,117.34771
29,Gen2E-33,0.99956,357.34113,0.91584,352.66816,0.82077,288.90006,1.05884,116.89483
30,Gen2E-34,0.9996,358.89498,0.92905,355.25888,0.8342,292.86542,1.0592,118.96643
31,Gen2E-35,0.99738,357.34425,0.92057,353.12044,0.82033,289.58758,1.05575,117.14502
32,Gen2E-36,0.99783,357.35576,0.91743,352.90077,0.82012,289.01789,1.05671,116.9771
33,Gen2E-37,0.99961,357.77141,0.93842,354.48128,0.83269,293.08433,1.04972,118.37298
34,Gen2E-5,0.99573,359.39226,0.89105,354.00456,0.81389,289.63324,1.05426,118.54802
35,Gen2E-7,0.99957,359.12245,0.92794,355.45691,0.8336,292.32045,1.05565,118.97414
36,Gen2W-1,0.99944,5.30047,0.752,351.31346,0.79731,291.8404,1.07482,121.64304
37,Gen2W-11,0.99944,5.22766,0.74593,350.64595,0.79721,291.83228,1.07504,121.59755
38,Gen2W-12,0.99945,4.85749,0.76341,351.56472,0.79751,291.55434,1.07467,121.36535
39,Gen2W-21,0.99944,5.07524,0.75595,351.31601,0.79675,291.75853,1.07586,121.45545
40,Gen2W-24,0.99933,4.3638,0.76068,350.7075,0.79768,290.88018,1.07471,120.8618
41,Gen2W-25,0.99849,4.65633,0.74329,349.58199,0.7961,291.252,1.07315,121.16191
42,Gen2W-5,0.99944,5.19041,0.75036,351.08887,0.79977,291.6309,1.07256,121.5624
43,Gen2W-6,0.99822,4.626,0.75527,350.65417,0.79696,291.26565,1.07192,121.19369
44,Gen3D-10,0.99723,5.21419,0.99436,4.88041,0.95249,344.83714,0.98861,137.88084
45,Gen3D-13,1.00098,5.46362,0.99848,5.16578,0.9598,345.28149,0.99835,138.13422
46,Gen3D-15,0.99715,5.47699,0.99365,5.08308,0.94892,344.77184,0.98795,138.0651
47,Gen3D-17,0.99349,4.7628,0.99075,4.43811,0.94956,344.39622,0.98708,137.42337
48,Gen3D-20,1.00126,6.34186,0.99895,6.07836,0.96211,346.39994,1.00053,139.08329
49,Gen3D-23,0.99638,5.41177,0.99292,5.02034,0.94801,344.71929,0.98786,137.99426
50,Gen3D-25,0.99478,5.48591,0.99085,5.04727,0.94285,344.52443,0.98798,137.9766
51,Gen3D-26,0.99784,5.56485,0.99439,5.17514,0.94981,344.88095,0.9904,138.14554
52,Gen3D-29,0.99563,5.62378,0.99163,5.17889,0.94332,344.63346,0.98947,138.10011
53,Gen3D-30,0.98896,5.10097,0.98454,4.60906,0.93248,343.83343,0.98127,137.50416
54,Gen3D-31,0.99536,5.29517,0.99189,4.90282,0.94682,344.58533,0.98694,137.87332
55,Gen3D-32,0.99369,5.15668,0.99015,4.75498,0.94439,344.37706,0.98558,137.71523
56,Gen3D-4,0.99982,5.75322,0.99643,5.37271,0.95167,345.1307,0.99065,138.35138
57,Gen3D-5,0.99832,5.59331,0.99494,5.21099,0.95038,344.94398,0.9904,138.18325
58,Gen3L-10,0.99156,6.37629,0.98797,6.00853,0.94222,346.00231,0.97947,138.97893
59,Gen3L-18,0.99793,6.99725,0.99435,6.63633,0.94934,346.7272,0.98524,139.63083
60,Gen3L-2,0.99472,6.78569,0.99067,6.3793,0.94324,346.21546,0.98382,139.32648
61,Gen3L-20,0.99962,7.43278,0.99606,7.0769,0.95176,347.23828,0.98656,140.09029
62,Gen3L-21,0.99962,7.80925,0.9961,7.46033,0.95289,347.70511,0.98629,140.50034
63,Gen3L-22,0.99962,7.89976,0.99612,7.553,0.95306,347.81989,0.98619,140.5982
64,Gen3L-26-1,0.99565,355.64869,0.99259,355.32984,0.95364,334.66678,0.98714,127.97237
65,Gen3L-27,0.99415,353.81379,0.99084,353.48218,0.9483,332.50586,0.98377,126.05014
66,Gen3L-29,0.99961,356.00317,0.99668,355.72107,0.95823,335.2799,0.9846,128.40704
