,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99906,358.89324,0.99923,358.78726,0.99824,358.78246
1,Gen1A-10,0.99974,349.65935,0.99763,349.31894,0.98673,348.58976,1.00546,348.55368
2,Gen1A-11,1.0,349.68644,0.99798,349.36106,0.98756,348.61079,1.00563,348.56916
3,Gen1A-2,1.0,357.97005,0.99891,357.91686,0.99826,357.76865,0.99898,357.74424
4,Gen1A-3,1.0,359.33597,0.99913,359.31748,0.99955,359.23972,0.99789,359.24301
5,Gen1A-4,1.0,49.99998,0.99928,49.9938,1.00051,49.94206,0.99755,49.89106
6,Gen1A-5,1.0,349.94507,0.99786,349.59646,0.98757,348.83623,1.00573,348.87573
7,Gen1A-6,0.99873,349.07845,0.99666,348.7375,0.9854,347.97899,1.00454,347.96791
8,Gen1A-7,1.0,359.47023,0.99913,359.45139,0.99909,359.35999,0.997,359.37034
9,Gen1A-8,0.99758,353.21166,0.99614,353.0734,0.99102,352.73317,0.99851,352.65453
10,Gen1A-9,0.99611,354.01638,0.99471,353.89151,0.9903,353.58326,0.9966,353.51743
11,Gen1B-1,1.00984,10.37858,1.00868,10.41041,1.00806,13.58854,1.0107,5.57025
12,Gen1B-11,0.99999,7.02756,0.99867,7.0204,0.99543,9.47311,1.00429,2.8882
13,Gen1B-12,0.99778,6.4718,0.99639,6.45763,0.99219,8.89538,1.00234,2.36042
14,Gen1B-13,1.00873,9.93964,1.00747,9.96977,1.00659,13.22091,1.00946,5.08084
15,Gen1B-14,1.01203,10.20758,1.01067,10.23852,1.00939,13.62154,1.01225,5.23713
16,Gen1B-2,1.0082,9.40245,1.00707,9.42755,1.00608,12.39575,1.00966,4.77931
17,Gen1B-3,1.01278,14.30337,1.0119,14.35759,1.01271,17.79445,1.01167,9.19722
18,Gen1B-3-1,1.01278,14.30337,1.0119,14.35759,1.01271,17.79445,1.01167,9.19722
19,Gen1B-4,1.00976,10.24269,1.00856,10.27436,1.0079,13.49196,1.01052,5.40504
20,Gen1B-4-1,1.01738,9.32605,1.0162,9.35067,1.01507,12.35254,1.01888,4.67748
21,Gen1B-5,1.00709,9.03109,1.00561,9.05483,1.00387,12.42926,1.00778,4.09412
22,Gen1B-6,1.00616,8.66382,1.00459,8.6845,1.00235,12.09373,1.00664,3.70616
23,Gen1B-6-1,1.0065,8.94898,1.00498,8.97217,1.00319,12.3891,1.00724,3.98057
24,Gen1B-7,1.01203,10.20757,1.01067,10.23852,1.00939,13.62153,1.01225,5.23712
25,Gen2E-17,1.00083,358.47508,0.88212,358.28608,0.71522,19.60335,1.09929,344.76331
