,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99904,358.89404,0.99937,358.80328,0.99865,358.7842
1,Gen1A-10,0.99974,349.65935,0.99752,349.32717,0.98646,348.74172,1.00262,348.64696
2,Gen1A-11,1.0,349.68644,0.99787,349.3689,0.98729,348.75999,1.00279,348.67435
3,Gen1A-2,1.0,357.97005,0.99888,357.91828,0.99839,357.79585,0.99902,357.76021
4,Gen1A-3,1.0,359.33597,0.99911,359.31799,0.99969,359.25024,0.99852,359.23746
5,Gen1A-4,1.0,49.99998,0.99926,49.99373,1.00063,49.94434,0.99855,49.90675
6,Gen1A-5,1.0,349.94507,0.99775,349.605,0.98732,348.98973,1.00282,348.9635
7,Gen1A-6,0.99873,349.07845,0.99655,348.7456,0.98511,348.13232,1.00167,348.06088
8,Gen1A-7,1.0,359.47023,0.9991,359.45193,0.99922,359.37152,0.99784,359.35997
9,Gen1A-8,0.99758,353.21166,0.99608,353.07673,0.99106,352.80165,0.99751,352.70227
10,Gen1A-9,0.99611,354.01638,0.99466,353.89457,0.99035,353.64511,0.99579,353.55975
11,Gen1B-1,1.00984,10.37858,1.00871,10.41041,1.00555,13.6849,1.00917,6.10798
12,Gen1B-11,0.99999,7.02756,0.99868,7.02139,0.99413,9.55286,1.00125,3.38375
13,Gen1B-12,0.99778,6.4718,0.9964,6.45884,0.99075,8.9785,0.99949,2.84329
14,Gen1B-13,1.00873,9.93964,1.00751,9.96991,1.00344,13.32409,1.00815,5.61291
15,Gen1B-14,1.01203,10.20758,1.01072,10.23874,1.00551,13.73432,1.01131,5.77358
16,Gen1B-2,1.0082,9.40245,1.00709,9.42766,1.0041,12.48227,1.00765,5.31039
17,Gen1B-3,1.01278,14.30337,1.01193,14.35676,1.01092,17.88733,1.01077,9.78676
18,Gen1B-3-1,1.01278,14.30337,1.01193,14.35676,1.01092,17.88733,1.01077,9.78676
19,Gen1B-4,1.00976,10.24269,1.0086,10.2744,1.00511,13.59145,1.00909,5.94084
20,Gen1B-4-1,1.01738,9.32605,1.01623,9.35083,1.01288,12.44192,1.01695,5.20669
21,Gen1B-5,1.00709,9.03109,1.00566,9.05538,0.9994,12.54527,1.00687,4.61364
22,Gen1B-6,1.00616,8.66382,1.00465,8.68522,0.99735,12.21305,1.00588,4.2228
23,Gen1B-6-1,1.0065,8.94898,1.00504,8.97278,0.99845,12.50833,1.00645,4.49739
24,Gen1B-7,1.01203,10.20757,1.01072,10.23874,1.00551,13.73431,1.01131,5.77357
25,Gen2E-17,1.00083,358.47508,0.88482,352.00566,0.77102,279.37381,1.10313,99.08415
26,Gen2E-18,0.99988,358.55603,0.90347,353.37009,0.77863,281.05549,1.09897,99.64461
27,Gen2E-2,0.99958,358.89852,0.91048,354.27783,0.78159,283.45979,1.09806,100.52631
28,Gen2E-30,0.99954,358.06397,0.88624,351.64468,0.76864,279.01978,1.10232,98.72809
29,Gen2E-33,0.99956,357.34113,0.89475,351.33672,0.76731,278.79426,1.10051,98.36375
30,Gen2E-34,0.9996,358.89498,0.91019,354.25951,0.78301,283.42743,1.10128,100.51327
31,Gen2E-35,0.99738,357.34425,0.90074,351.93529,0.76728,279.65668,1.09728,98.67022
32,Gen2E-36,0.99783,357.35576,0.89692,351.64084,0.76702,278.95279,1.09859,98.4546
33,Gen2E-37,0.99961,357.77141,0.92228,353.58652,0.78067,283.73028,1.09003,100.11691
34,Gen2E-5,0.99573,359.39226,0.86304,352.44664,0.76342,279.61156,1.09412,99.82409
35,Gen2E-7,0.99957,359.12245,0.90886,354.44811,0.78281,282.75075,1.0973,100.46841
36,Gen2W-1,0.99944,5.30047,0.70323,346.38551,0.7401,280.76485,1.11291,102.07762
37,Gen2W-11,0.99944,5.22766,0.69697,345.49918,0.73998,280.7712,1.11324,102.04405
38,Gen2W-12,0.99945,4.85749,0.71526,346.87089,0.74039,280.49698,1.11312,101.85778
39,Gen2W-21,0.99944,5.07524,0.70545,346.25574,0.73933,280.69438,1.11475,101.91172
40,Gen2W-24,0.99933,4.3638,0.71096,345.73574,0.74061,279.66414,1.11492,101.36007
41,Gen2W-25,0.99849,4.65633,0.69254,344.00265,0.73883,280.15111,1.11165,101.65339
42,Gen2W-5,0.99944,5.19041,0.70151,346.12412,0.74317,280.50028,1.11027,102.006
43,Gen2W-6,0.99822,4.626,0.70723,345.76071,0.74005,280.19225,1.11013,101.69972
44,Gen3D-10,0.99723,5.21419,0.99286,4.81005,0.94583,342.52903,0.99432,123.64238
45,Gen3D-13,1.00098,5.46362,0.99717,5.106,0.95357,342.99532,1.00436,123.9212
46,Gen3D-15,0.99715,5.47699,0.99183,4.99591,0.94158,342.4356,0.99381,123.78392
47,Gen3D-17,0.99349,4.7628,0.98932,4.37003,0.94295,342.08827,0.99295,123.19493
48,Gen3D-20,1.00126,6.34186,0.99776,6.0272,0.95626,344.13728,1.00676,124.89343
49,Gen3D-23,0.99638,5.41177,0.99112,4.93375,0.94065,342.38456,0.99372,123.71674
50,Gen3D-25,0.99478,5.48591,0.9888,4.94718,0.93482,342.16803,0.99402,123.66886
51,Gen3D-26,0.99784,5.56485,0.9926,5.0891,0.94249,342.54847,0.99635,123.86705
52,Gen3D-29,0.99563,5.62378,0.98955,5.07712,0.93521,342.27588,0.99556,123.78733
53,Gen3D-30,0.98896,5.10097,0.98222,4.49335,0.92363,341.44658,0.98719,123.16992
54,Gen3D-31,0.99536,5.29517,0.99009,4.81585,0.93943,342.24859,0.99281,123.59547
55,Gen3D-32,0.99369,5.15668,0.98831,4.66518,0.93686,342.03374,0.9915,123.43147
56,Gen3D-4,0.99982,5.75322,0.99468,5.28946,0.94446,342.80407,0.99643,124.07439
57,Gen3D-5,0.99832,5.59331,0.99319,5.12707,0.94314,342.61477,0.9963,123.90686
58,Gen3L-10,0.99156,6.37629,0.98626,5.93081,0.93481,343.69557,0.98485,124.68863
59,Gen3L-18,0.99793,6.99725,0.99265,6.56108,0.94209,344.43178,0.99055,125.34149
60,Gen3L-2,0.99472,6.78569,0.98872,6.29108,0.93534,343.89456,0.98933,125.013
61,Gen3L-20,0.99962,7.43278,0.99437,7.00343,0.94464,344.95075,0.99181,125.80206
62,Gen3L-21,0.99962,7.80925,0.99443,7.38915,0.94594,345.42555,0.99154,126.21544
63,Gen3L-22,0.99962,7.89976,0.99446,7.48252,0.94614,345.54259,0.99142,126.31405
64,Gen3L-26-1,0.99565,355.64869,0.99164,355.27826,0.9465,331.93697,0.99222,113.83671
65,Gen3L-27,0.99415,353.81379,0.98992,353.4316,0.94045,329.69392,0.98891,111.90715
66,Gen3L-29,0.99961,356.00317,0.99589,355.6832,0.95125,332.51669,0.98919,114.30287
67,Gen3L-3,0.99691,6.99597,0.99124,6.52961,0.93964,344.27627,0.99057,125.28587
68,Gen3L-30,0.99785,355.86609,0.99392,355.50406,0.94911,332.22096,0.99348,114.07198
69,Gen3L-31,0.99985,13.02897,0.99441,12.65328,0.96683,352.32424,0.99827,131.86244
