,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99856,358.88908,0.99911,358.73847,1.00134,358.77862
1,Gen1A-10,0.99974,349.65935,0.99608,349.26435,0.98699,348.34555,1.00542,348.75571
2,Gen1A-11,1.0,349.68644,0.99649,349.30843,0.98783,348.35247,1.00558,348.75993
3,Gen1A-2,1.0,357.97005,0.99832,357.90925,0.99814,357.70338,1.00199,357.76352
4,Gen1A-3,1.0,359.33597,0.99868,359.31489,0.99943,359.20315,1.00095,359.23263
5,Gen1A-4,1.0,49.99998,0.9989,49.99348,1.00037,49.92214,1.00066,49.84723
6,Gen1A-5,1.0,349.94507,0.99628,349.54137,0.98777,348.58082,1.00584,349.079
7,Gen1A-6,0.99873,349.07845,0.99512,348.68172,0.98583,347.7263,1.00431,348.17411
8,Gen1A-7,1.0,359.47023,0.99867,359.44881,0.99893,359.31589,0.99977,359.35391
9,Gen1A-8,0.99758,353.21166,0.99525,353.05113,0.9911,352.6031,1.00024,352.74299
10,Gen1A-9,0.99611,354.01638,0.99387,353.87177,0.99033,353.46304,0.99853,353.5958
11,Gen1B-1,1.00984,10.37858,1.00839,10.41632,1.00439,14.9219,1.01437,5.26063
12,Gen1B-11,0.99999,7.02756,0.99822,7.02205,0.99235,10.46031,1.0073,2.62662
13,Gen1B-12,0.99778,6.4718,0.99591,6.45838,0.98873,9.88063,1.00538,2.11518
14,Gen1B-13,1.00873,9.93964,1.00718,9.97524,1.00211,14.59485,1.01342,4.79291
15,Gen1B-14,1.01203,10.20758,1.01038,10.24391,1.00397,15.06593,1.01634,4.96057
16,Gen1B-2,1.0082,9.40245,1.00675,9.43278,1.00289,13.62288,1.01296,4.47154
17,Gen1B-3,1.01278,14.30337,1.01171,14.36635,1.01045,19.24116,1.01457,8.79602
18,Gen1B-3-1,1.01278,14.30337,1.01171,14.36635,1.01045,19.24116,1.01457,8.79602
19,Gen1B-4,1.00976,10.24269,1.00827,10.28014,1.0039,14.84665,1.01433,5.10384
20,Gen1B-4-1,1.01738,9.32605,1.01588,9.35579,1.01159,13.59815,1.02232,4.37536
21,Gen1B-5,1.00709,9.03109,1.00529,9.0591,0.9976,13.87357,1.01229,3.85602
22,Gen1B-6,1.00616,8.66382,1.00426,8.68825,0.99531,13.55753,1.01116,3.48739
23,Gen1B-6-1,1.0065,8.94898,1.00466,8.97627,0.99659,13.85648,1.01197,3.75164
24,Gen1B-7,1.01203,10.20757,1.01038,10.24391,1.00397,15.06593,1.01635,4.96056
25,Gen2E-17,1.00083,358.47508,0.83901,345.36436,0.6431,255.24144,1.04927,116.46961
26,Gen2E-18,0.99988,358.55603,0.86328,347.72242,0.65107,257.97867,1.05557,115.75264
27,Gen2E-2,0.99958,358.89852,0.87249,348.7828,0.65267,261.59186,1.05591,115.14628
28,Gen2E-30,0.99954,358.06397,0.84107,345.38528,0.63974,254.8444,1.047,116.06627
29,Gen2E-33,0.99956,357.34113,0.85242,345.46989,0.63646,254.78956,1.04534,114.98607
30,Gen2E-34,0.9996,358.89498,0.87202,348.75331,0.65411,261.56383,1.057,115.17745
31,Gen2E-35,0.99738,357.34425,0.86106,346.25222,0.63592,256.22948,1.04511,114.50599
32,Gen2E-36,0.99783,357.35576,0.85585,345.83526,0.63642,255.11039,1.04562,114.87449
33,Gen2E-37,0.99961,357.77141,0.88864,349.12427,0.64868,262.02478,1.05082,113.35225
34,Gen2E-5,0.99573,359.39226,0.81662,342.84782,0.64123,255.71105,1.03172,117.16407
35,Gen2E-7,0.99957,359.12245,0.87024,348.91778,0.65596,260.50112,1.05216,115.78958
36,Gen2W-1,0.99944,5.30047,0.63275,330.0946,0.62008,252.48327,1.02272,128.31539
37,Gen2W-11,0.99944,5.22766,0.62932,328.74292,0.61986,252.51388,1.02251,128.21383
38,Gen2W-12,0.99945,4.85749,0.6424,330.75796,0.61992,252.26061,1.02195,127.6062
39,Gen2W-21,0.99944,5.07524,0.6288,328.45062,0.6192,252.20181,1.02193,128.13386
40,Gen2W-24,0.99933,4.3638,0.63518,328.38334,0.62076,250.53124,1.02401,127.38728
41,Gen2W-25,0.99849,4.65633,0.62394,324.77923,0.61811,251.81239,1.02188,127.45865
42,Gen2W-5,0.99944,5.19041,0.63187,329.74989,0.624,252.12295,1.02491,128.06321
43,Gen2W-6,0.99822,4.626,0.6392,329.38279,0.61942,252.03803,1.02206,127.24558
44,Gen3D-10,0.99723,5.21419,0.9902,4.65878,0.93142,339.84057,1.02076,99.79039
45,Gen3D-13,1.00098,5.46362,0.9948,4.9753,0.94003,340.34185,1.02996,99.90151
46,Gen3D-15,0.99715,5.47699,0.98862,4.81197,0.92532,339.70694,1.02002,100.20483
47,Gen3D-17,0.99349,4.7628,0.98675,4.22328,0.92859,339.39799,1.01838,99.32305
48,Gen3D-20,1.00126,6.34186,0.99559,5.9132,0.94355,341.52228,1.03264,100.69202
49,Gen3D-23,0.99638,5.41177,0.98792,4.75093,0.92443,339.66071,1.01976,100.12954
50,Gen3D-25,0.99478,5.48591,0.98518,4.73805,0.91708,339.4224,1.01951,100.31824
51,Gen3D-26,0.99784,5.56485,0.98942,4.90738,0.92636,339.83067,1.02256,100.28323
52,Gen3D-29,0.99563,5.62378,0.98586,4.8647,0.9173,339.53172,1.02114,100.46869
53,Gen3D-30,0.98896,5.10097,0.97815,4.25379,0.9041,338.65749,1.01137,100.04908
54,Gen3D-31,0.99536,5.29517,0.9869,4.63231,0.92316,339.52175,1.01872,100.02184
55,Gen3D-32,0.99369,5.15668,0.98505,4.47619,0.92026,339.2982,1.01716,99.91582
56,Gen3D-4,0.99982,5.75322,0.99158,5.11307,0.92882,340.09921,1.02402,100.45415
57,Gen3D-5,0.99832,5.59331,0.99008,4.94943,0.92733,339.90462,1.02319,100.30471
58,Gen3L-10,0.99156,6.37629,0.98315,5.75387,0.91919,341.0409,1.0138,100.96562
59,Gen3L-18,0.99793,6.99725,0.98955,6.38899,0.92683,341.7958,1.02012,101.54542
60,Gen3L-2,0.99472,6.78569,0.9852,6.09209,0.91835,341.22171,1.01745,101.44219
61,Gen3L-20,0.99962,7.43278,0.99129,6.83489,0.92966,342.32716,1.02159,101.94994
62,Gen3L-21,0.99962,7.80925,0.9914,7.22526,0.93129,342.81363,1.0211,102.28664
63,Gen3L-22,0.99962,7.89976,0.99143,7.32002,0.93158,342.93427,1.02102,102.36744
64,Gen3L-26-1,0.99565,355.64869,0.99003,355.13516,0.9327,328.43707,1.00904,87.99405
65,Gen3L-27,0.99415,353.81379,0.98843,353.28381,0.92535,326.04293,1.00213,85.95471
66,Gen3L-29,0.99961,356.00317,0.99458,355.56471,0.9381,328.9558,1.00317,87.84289
67,Gen3L-3,0.99691,6.99597,0.98791,6.34379,0.92346,341.62151,1.01921,101.59372
68,Gen3L-30,0.99785,355.86609,0.99234,355.36501,0.93557,328.73276,1.01079,88.18338
69,Gen3L-31,0.99985,13.02897,0.99129,12.51126,0.95878,349.88864,1.03284,106.97418
70,Gen3L-32,0.99745,9.51904,0.98765,8.86132,0.94393,344.71219,1.04065,103.71661
71,Gen3L-33,0.99982,344.48599,0.98661,342.88554,0.8746,309.18506,0.98749,77.87295
72,Gen3L-34,1.00519,344.31499,0.98717,341.91286,0.87932,307.39093,0.98878,77.8118
73,Gen3L-35,1.00017,344.35753,0.98951,343.06674,0.89516,310.51984,0.99394,76.50698
74,Gen3L-36,1.00967,350.7457,1.00278,350.09752,0.95195,319.91737,1.03745,80.8199
75,Gen3L-37,0.9999,358.11844,0.99371,357.56659,0.94374,331.45434,1.02575,90.9083
76,Gen3L-38,1.01988,348.04173,1.01255,347.29004,0.96158,316.4198,1.04818,78.4677
77,Gen3L-38-1,0.98956,344.33005,0.98044,343.25128,0.88867,311.19924,0.98546,76.41861
78,Gen3L-39,0.99124,6.30313,0.98233,5.64538,0.91668,340.8255,1.01342,100.93342
79,Gen3L-40,0.9912,353.1779,0.98544,352.64031,0.92072,325.22309,0.99721,85.25523
80,Gen3L-41,0.99411,358.3133,0.98811,357.77613,0.94165,331.74596,1.02247,91.03044
81,Gen3L-42,0.99075,337.41959,0.98067,335.77501,0.87464,299.95307,0.97861,70.55754
82,Gen3L-49,0.99968,338.49818,0.98996,336.97608,0.89011,301.40107,0.99979,71.56992
83,Gen3L-57,0.99252,344.31218,0.98477,343.42328,0.89684,311.5295,0.98943,75.86839
84,Gen3L-58,0.99545,345.64471,0.98746,344.76523,0.90052,313.0612,0.9939,77.13607
85,Gen3L-59,0.99252,344.31218,0.98477,343.42328,0.89684,311.5295,0.98943,75.86839
86,Gen3L-6,0.99138,6.30404,0.98098,5.53661,0.91018,340.3885,1.01459,101.06706
87,Gen3L-60,0.99252,344.31218,0.98477,343.42328,0.89684,311.5295,0.98943,75.86839
88,Gen3L-61,0.99035,344.19758,0.9817,343.17653,0.89357,311.16682,0.98835,76.04
89,Gen3L-62,0.99035,344.19758,0.9817,343.17653,0.89357,311.16682,0.98835,76.04
90,Gen3L-63,0.99825,346.29287,0.98977,345.37338,0.90236,313.6777,0.99686,77.81394
91,Gen3L-64,0.99825,346.29287,0.98977,345.37338,0.90236,313.6777,0.99686,77.81394
92,Gen3L-65,0.99268,344.38733,0.98211,343.09653,0.88846,310.54963,0.9865,76.53678
93,Gen3L-66,0.99268,344.38733,0.98211,343.09653,0.88846,310.54963,0.9865,76.53678
94,Gen3L-67,0.99903,337.8537,0.98895,336.26831,0.88208,300.49383,0.98958,71.06035
