,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99876,358.89071,1.00077,358.71384,0.9957,358.54337
1,Gen1A-10,0.99974,349.65935,0.99669,349.28889,0.99404,348.04126,0.99886,346.58639
2,Gen1A-11,1.0,349.68644,0.99708,349.33162,0.99465,348.06678,0.99786,346.62047
3,Gen1A-2,1.0,357.97005,0.99856,357.91239,1.00016,357.65349,0.99592,357.36716
4,Gen1A-3,1.0,359.33597,0.99886,359.31585,1.00093,359.18883,0.99569,359.07858
5,Gen1A-4,1.0,49.99998,0.99905,49.99444,1.00162,49.94099,0.99685,49.64691
6,Gen1A-5,1.0,349.94507,0.9969,349.5667,0.99495,348.27415,0.99892,346.83608
7,Gen1A-6,0.99873,349.07845,0.99573,348.70626,0.99286,347.42727,0.9982,345.95964
8,Gen1A-7,1.0,359.47023,0.99885,359.4497,1.00046,359.30182,0.99289,359.19437
9,Gen1A-8,0.99758,353.21166,0.99561,353.06,0.99448,352.47418,0.99292,351.76125
10,Gen1A-9,0.99611,354.01638,0.9942,353.8797,0.99348,353.34586,0.99133,352.70398
11,Gen1B-1,1.00984,10.37858,1.00849,10.41435,1.00787,14.1872,1.01071,11.11106
12,Gen1B-11,0.99999,7.02756,0.99839,7.02185,0.9954,9.86553,1.00201,7.10647
13,Gen1B-12,0.99778,6.4718,0.99609,6.45854,0.99214,9.27445,0.99845,6.52397
14,Gen1B-13,1.00873,9.93964,1.00728,9.97338,1.00642,13.82964,1.0092,10.71173
15,Gen1B-14,1.01203,10.20758,1.01048,10.24204,1.0092,14.25699,1.01115,11.08295
16,Gen1B-2,1.0082,9.40245,1.00687,9.43107,1.00593,12.94263,1.00964,9.96235
17,Gen1B-3,1.01278,14.30337,1.01178,14.36345,1.01249,18.49123,1.01223,15.37318
18,Gen1B-3-1,1.01278,14.30337,1.01178,14.36345,1.01249,18.49123,1.01223,15.37318
19,Gen1B-4,1.00976,10.24269,1.00838,10.27819,1.00772,14.09747,1.0105,10.9996
20,Gen1B-4-1,1.01738,9.32605,1.016,9.35412,1.01491,12.90485,1.01858,9.9078
21,Gen1B-5,1.00709,9.03109,1.00541,9.05757,1.00373,13.04923,1.00653,9.85544
22,Gen1B-6,1.00616,8.66382,1.00437,8.68687,1.00221,12.71522,1.00478,9.5007
23,Gen1B-6-1,1.0065,8.94898,1.00478,8.97479,1.00304,13.016,1.00592,9.79715
24,Gen1B-7,1.01203,10.20757,1.01048,10.24203,1.0092,14.25698,1.01115,11.08295
25,Gen2E-17,1.00083,358.47508,0.85503,356.77544,0.59463,27.5729,0.04794,253.5578
26,Gen2E-18,0.99988,358.55603,0.88046,357.00605,0.6338,24.83364,0.08219,225.90391
27,Gen2E-2,0.99958,358.89852,0.89028,357.2819,0.65735,23.01553,0.09746,229.50452
28,Gen2E-30,0.99954,358.06397,0.85621,356.53798,0.59263,26.92177,0.0553,220.73962
29,Gen2E-33,0.99956,357.34113,0.86708,355.79552,0.60302,24.09508,0.05591,209.6958
30,Gen2E-34,0.9996,358.89498,0.88993,357.27746,0.65818,23.02247,0.09651,226.18702
31,Gen2E-35,0.99738,357.34425,0.87656,355.71648,0.61955,22.47801,0.0659,218.26804
32,Gen2E-36,0.99783,357.35576,0.8711,355.75061,0.60954,23.53115,0.06088,214.67232
33,Gen2E-37,0.99961,357.77141,0.90387,356.46596,0.67451,18.90766,0.08579,264.37828
34,Gen2E-5,0.99573,359.39226,0.83089,356.43765,0.57889,29.44613,0.07164,316.06667
35,Gen2E-7,0.99957,359.12245,0.88809,357.5564,0.65151,24.33015,0.09372,224.89996
36,Gen2W-1,0.99944,5.30047,0.61524,5.79655,0.46156,76.24857,0.26914,3.87212
37,Gen2W-11,0.99944,5.22766,0.60475,5.66806,0.46041,75.97143,0.26756,2.41804
38,Gen2W-12,0.99945,4.85749,0.63132,4.96909,0.45967,73.44669,0.2548,1.26571
39,Gen2W-21,0.99944,5.07524,0.6184,5.47195,0.46163,76.64816,0.26711,1.39212
40,Gen2W-24,0.99933,4.3638,0.62509,4.4161,0.46915,75.28899,0.26719,0.14327
41,Gen2W-25,0.99849,4.65633,0.59441,4.72972,0.45912,73.57971,0.25765,1.72712
42,Gen2W-5,0.99944,5.19041,0.61161,5.68652,0.46718,75.37491,0.27731,3.82769
43,Gen2W-6,0.99822,4.626,0.61809,4.58886,0.45887,71.97003,0.25431,1.82547
44,Gen3D-10,0.99723,5.21419,0.9921,4.88918,0.97182,359.30116,0.96852,281.62173
45,Gen3D-13,1.00098,5.46362,0.99649,5.1766,0.97789,359.60003,0.98114,281.9301
46,Gen3D-15,0.99715,5.47699,0.99089,5.09088,0.96836,359.50642,0.96476,281.66359
47,Gen3D-17,0.99349,4.7628,0.98858,4.44631,0.96832,358.84484,0.96748,281.16413
48,Gen3D-20,1.00126,6.34186,0.99715,6.09198,0.97946,0.56614,0.9856,282.9333
49,Gen3D-23,0.99638,5.41177,0.99018,5.0282,0.96753,359.44547,0.96388,281.60146
50,Gen3D-25,0.99478,5.48591,0.98772,5.05441,0.96267,359.48199,0.95905,281.47673
51,Gen3D-26,0.99784,5.56485,0.99166,5.18338,0.96913,359.60903,0.96679,281.75095
52,Gen3D-29,0.99563,5.62378,0.98844,5.18637,0.96314,359.62231,0.95999,281.58703
53,Gen3D-30,0.98896,5.10097,0.98098,4.61398,0.95304,359.02497,0.94571,280.89217
54,Gen3D-31,0.99536,5.29517,0.98916,4.91026,0.96634,359.32301,0.96272,281.47507
55,Gen3D-32,0.99369,5.15668,0.98735,4.76169,0.96395,359.16925,0.96036,281.29035
56,Gen3D-4,0.99982,5.75322,0.99378,5.38126,0.97174,359.81096,0.96718,281.99814
57,Gen3D-5,0.99832,5.59331,0.99228,5.21917,0.97002,359.64513,0.96696,281.81158
58,Gen3L-10,0.99156,6.37629,0.9854,6.0269,0.96353,0.54323,0.95445,283.02313
59,Gen3L-18,0.99793,6.99725,0.9918,6.65638,0.97069,1.19535,0.96142,283.71989
60,Gen3L-2,0.99472,6.78569,0.98774,6.39957,0.96439,0.93463,0.95589,283.26644
61,Gen3L-20,0.99962,7.43278,0.99354,7.09811,0.973,1.65195,0.96382,284.21071
62,Gen3L-21,0.99962,7.80925,0.99363,7.48257,0.97372,2.04671,0.96526,284.65488
63,Gen3L-22,0.99962,7.89976,0.99365,7.57548,0.97388,2.14276,0.9654,284.76464
64,Gen3L-26-1,0.99565,355.64869,0.99091,355.31007,0.97121,347.16616,0.97014,270.89896
65,Gen3L-27,0.99415,353.81379,0.98919,353.4529,0.96749,344.88725,0.96365,268.7195
66,Gen3L-29,0.99961,356.00317,0.99528,355.70297,0.97705,347.12891,0.97059,271.3292
67,Gen3L-3,0.99691,6.99597,0.99032,6.63205,0.96822,1.17243,0.95987,283.60018
68,Gen3L-30,0.99785,355.86609,0.99321,355.53547,0.9739,347.39849,0.97198,271.158
69,Gen3L-31,0.99985,13.02897,0.99374,12.74777,0.98768,7.68557,0.99468,290.59154
