,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.9987,358.88996,0.99978,358.78658,0.99825,358.82002
1,Gen1A-10,0.99974,349.65935,0.9965,349.27653,0.98752,348.64267,1.00383,348.85053
2,Gen1A-11,1.0,349.68644,0.99689,349.32017,0.98834,348.66227,1.00395,348.86727
3,Gen1A-2,1.0,357.97005,0.99848,357.91087,0.99885,357.77212,0.99891,357.80482
4,Gen1A-3,1.0,359.33597,0.9988,359.31543,1.00007,359.23785,0.99794,359.26819
5,Gen1A-4,1.0,49.99998,0.999,49.99382,1.00095,49.93487,0.9977,49.88687
6,Gen1A-5,1.0,349.94507,0.9967,349.55362,0.98836,348.88523,1.00415,349.16305
7,Gen1A-6,0.99873,349.07845,0.99553,348.69422,0.98621,348.03176,1.00287,348.26628
8,Gen1A-7,1.0,359.47023,0.99879,359.44934,0.99959,359.35719,0.99697,359.39869
9,Gen1A-8,0.99758,353.21166,0.99549,353.05607,0.99173,352.75406,0.99797,352.80326
10,Gen1A-9,0.99611,354.01638,0.99409,353.87612,0.99099,353.60088,0.99616,353.65068
11,Gen1B-1,1.00984,10.37858,1.00847,10.41547,1.00923,14.02148,1.00956,6.82424
12,Gen1B-11,0.99999,7.02756,0.99834,7.02187,0.99606,9.83503,1.00239,3.96228
13,Gen1B-12,0.99778,6.4718,0.99604,6.4584,0.99281,9.25586,1.0004,3.42765
14,Gen1B-13,1.00873,9.93964,1.00727,9.97457,1.00797,13.65948,1.00837,6.34761
15,Gen1B-14,1.01203,10.20758,1.01047,10.24334,1.011,14.07111,1.01134,6.53508
16,Gen1B-2,1.0082,9.40245,1.00684,9.43199,1.00705,12.80931,1.00835,5.98273
17,Gen1B-3,1.01278,14.30337,1.01177,14.36481,1.01366,18.25771,1.01116,10.53891
18,Gen1B-3-1,1.01278,14.30337,1.01177,14.36481,1.01366,18.25771,1.01116,10.53891
19,Gen1B-4,1.00976,10.24269,1.00836,10.27935,1.00916,13.92808,1.00941,6.66655
20,Gen1B-4-1,1.01738,9.32605,1.01598,9.35505,1.0161,12.769,1.01757,5.88778
21,Gen1B-5,1.00709,9.03109,1.00539,9.05886,1.00568,12.87686,1.00674,5.38069
