,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99962,358.90181,0.99872,358.82273,0.99911,358.83034
1,Gen1A-10,0.99974,349.65935,0.99925,349.42482,0.98593,348.84279,1.00202,348.96144
2,Gen1A-11,1.0,349.68644,0.99954,349.46239,0.98674,348.85889,1.00223,348.98968
3,Gen1A-2,1.0,357.97005,0.99957,357.93249,0.99773,357.82144,0.99937,357.82867
4,Gen1A-3,1.0,359.33597,0.99965,359.32282,0.99906,359.2653,0.99902,359.27024
5,Gen1A-4,1.0,49.99998,0.99971,49.99518,1.00002,49.9576,0.99904,49.93261
6,Gen1A-5,1.0,349.94507,0.99951,349.70464,0.9867,349.09919,1.0022,349.27147
7,Gen1A-6,0.99873,349.07845,0.99827,348.84405,0.98458,348.23581,1.00106,348.37734
8,Gen1A-7,1.0,359.47023,0.99965,359.45676,0.99865,359.38913,0.99858,359.39662
9,Gen1A-8,0.99758,353.21166,0.9971,353.11568,0.99052,352.84913,0.99769,352.86215
10,Gen1A-9,0.99611,354.01638,0.99562,353.92945,0.9898,353.68963,0.99603,353.70359
11,Gen1B-1,1.00984,10.37858,1.00912,10.40107,1.00612,12.96449,1.0096,7.19777
12,Gen1B-11,0.99999,7.02756,0.99927,7.02116,0.99476,8.98878,1.00087,4.32755
13,Gen1B-12,0.99778,6.4718,0.99703,6.46037,0.99154,8.41908,0.99908,3.78269
14,Gen1B-13,1.00873,9.93964,1.00794,9.96121,1.00414,12.58989,1.00865,6.71688
15,Gen1B-14,1.01203,10.20758,1.01116,10.23003,1.00639,12.97254,1.01194,6.90175
16,Gen1B-2,1.0082,9.40245,1.00753,9.4198,1.00461,11.80645,1.00791,6.35959
17,Gen1B-3,1.01278,14.30337,1.01222,14.34189,1.01121,17.10286,1.01148,10.92449
18,Gen1B-3-1,1.01278,14.30337,1.01222,14.34189,1.01121,17.10286,1.01148,10.92449
19,Gen1B-4,1.00976,10.24269,1.00901,10.2652,1.00573,12.86334,1.00957,7.03841
20,Gen1B-4-1,1.01738,9.32605,1.01668,9.34314,1.01345,11.75938,1.01722,6.26204
21,Gen1B-5,1.00709,9.03109,1.00614,9.04864,1.00041,11.78889,1.00747,5.74108
22,Gen1B-6,1.00616,8.66382,1.00514,8.67937,0.99851,11.45083,1.00652,5.35678
23,Gen1B-6-1,1.0065,8.94898,1.00552,8.96626,0.99951,11.74369,1.00707,5.63316
24,Gen1B-7,1.01203,10.20757,1.01116,10.23003,1.00639,12.97253,1.01194,6.90174
25,Gen2E-17,1.00083,358.47508,0.92105,353.65339,0.83746,286.0106,1.05595,114.58349
26,Gen2E-18,0.99988,358.55603,0.93391,354.63035,0.84148,287.55957,1.05256,114.94885
27,Gen2E-2,0.99958,358.89852,0.93892,355.35811,0.84172,289.68468,1.05375,115.56883
28,Gen2E-30,0.99954,358.06397,0.92153,353.29578,0.83581,285.6883,1.05595,114.18908
29,Gen2E-33,0.99956,357.34113,0.92751,352.86604,0.83401,285.51052,1.05496,113.67002
30,Gen2E-34,0.9996,358.89498,0.93872,355.34409,0.8433,289.644,1.05672,115.56734
31,Gen2E-35,0.99738,357.34425,0.93123,353.27172,0.83213,286.28217,1.05222,113.85015
32,Gen2E-36,0.99783,357.35576,0.9286,353.07447,0.83289,285.66232,1.0527,113.74022
33,Gen2E-37,0.99961,357.77141,0.94687,354.58065,0.84043,290.04019,1.0485,114.80697
34,Gen2E-5,0.99573,359.39226,0.90542,354.09857,0.82683,286.03267,1.04992,115.3716
35,Gen2E-7,0.99957,359.12245,0.93774,355.54091,0.84385,289.04068,1.05277,115.65478
36,Gen2W-1,0.99944,5.30047,0.78021,351.93271,0.82238,286.90885,1.0658,119.11614
37,Gen2W-11,0.99944,5.22766,0.77411,351.25082,0.82229,286.90609,1.06595,119.06633
38,Gen2W-12,0.99945,4.85749,0.79267,352.32381,0.82229,286.70891,1.06559,118.806
39,Gen2W-21,0.99944,5.07524,0.7895,352.42553,0.82229,286.82348,1.06612,118.92871
40,Gen2W-24,0.99933,4.3638,0.79358,351.80017,0.82297,286.01696,1.06413,118.32969
41,Gen2W-25,0.99849,4.65633,0.77734,350.76127,0.82099,286.40689,1.06405,118.60771
42,Gen2W-5,0.99944,5.19041,0.77851,351.68792,0.82427,286.74609,1.06397,119.02964
43,Gen2W-6,0.99822,4.626,0.78337,351.29745,0.8213,286.46213,1.06321,118.62101
44,Gen3D-10,0.99723,5.21419,0.99486,4.91643,0.95021,345.45639,0.99188,129.41252
