,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.9991,358.89475,0.99947,358.81522,0.99912,358.86621
1,Gen1A-10,0.99974,349.65935,0.99771,349.33628,0.98679,348.84027,1.00117,349.2187
2,Gen1A-11,1.0,349.68644,0.99806,349.37761,0.9876,348.85792,1.00132,349.24718
3,Gen1A-2,1.0,357.97005,0.99896,357.91957,0.99852,357.81461,0.9994,357.8827
4,Gen1A-3,1.0,359.33597,0.99917,359.31843,0.99978,359.25851,0.99903,359.29569
5,Gen1A-4,1.0,49.99998,0.99931,49.99394,1.00069,49.94791,0.99908,49.91941
6,Gen1A-5,1.0,349.94507,0.99794,349.61428,0.98763,349.09065,1.00141,349.5222
7,Gen1A-6,0.99873,349.07845,0.99674,348.75479,0.98543,348.23288,1.00019,348.63601
8,Gen1A-7,1.0,359.47023,0.99916,359.45236,0.99934,359.3808,0.99842,359.42648
9,Gen1A-8,0.99758,353.21166,0.99619,353.08034,0.99131,352.84695,0.9975,352.99167
10,Gen1A-9,0.99611,354.01638,0.99476,353.89779,0.99059,353.68615,0.99589,353.81983
11,Gen1B-1,1.00984,10.37858,1.00874,10.40929,1.00706,13.48173,1.00824,8.20972
12,Gen1B-11,0.99999,7.02756,0.99874,7.02115,0.99522,9.41294,0.99942,5.19551
13,Gen1B-12,0.99778,6.4718,0.99646,6.45875,0.99196,8.84002,0.99752,4.64542
14,Gen1B-13,1.00873,9.93964,1.00754,9.96882,1.00526,13.11329,1.00718,7.73714
15,Gen1B-14,1.01203,10.20758,1.01075,10.2376,1.00769,13.51004,1.01042,7.94521
16,Gen1B-2,1.0082,9.40245,1.00713,9.42671,1.00539,12.29869,1.0066,7.33135
17,Gen1B-3,1.01278,14.30337,1.01195,14.35522,1.01196,17.66422,1.01062,12.01204
18,Gen1B-3-1,1.01278,14.30337,1.01195,14.35522,1.01196,17.66422,1.01062,12.01204
19,Gen1B-4,1.00976,10.24269,1.00863,10.27328,1.00675,13.38425,1.00816,8.0556
20,Gen1B-4-1,1.01738,9.32605,1.01627,9.34988,1.01427,12.25502,1.01586,7.23902
21,Gen1B-5,1.00709,9.03109,1.0057,9.05436,1.00189,12.32144,1.00575,6.77252
22,Gen1B-6,1.00616,8.66382,1.00468,8.68425,1.00012,11.98578,1.00475,6.39016
23,Gen1B-6-1,1.0065,8.94898,1.00507,8.97176,1.00107,12.28031,1.00528,6.67037
24,Gen1B-7,1.01203,10.20757,1.01075,10.2376,1.00769,13.51003,1.01042,7.9452
25,Gen2E-17,1.00083,358.47508,0.88891,353.60428,0.80701,301.98203,1.06449,140.97823
26,Gen2E-18,0.99988,358.55603,0.90716,354.65708,0.81796,302.85558,1.05885,141.5456
27,Gen2E-2,0.99958,358.89852,0.91397,355.4389,0.82577,304.42435,1.05609,142.49434
28,Gen2E-30,0.99954,358.06397,0.89023,353.22032,0.80484,301.623,1.06316,140.60074
29,Gen2E-33,0.99956,357.34113,0.89847,352.79445,0.80584,301.0876,1.06073,140.21492
30,Gen2E-34,0.9996,358.89498,0.9137,355.4243,0.82711,304.39406,1.05839,142.46598
31,Gen2E-35,0.99738,357.34425,0.90427,353.25407,0.80829,301.49917,1.05689,140.53486
32,Gen2E-36,0.99783,357.35576,0.90056,353.03082,0.80603,301.11009,1.05879,140.3042
33,Gen2E-37,0.99961,357.77141,0.92535,354.60726,0.82887,304.13303,1.04699,142.0692
34,Gen2E-5,0.99573,359.39226,0.86685,354.24694,0.79802,302.32204,1.05698,141.8364
35,Gen2E-7,0.99957,359.12245,0.91238,355.62852,0.82413,304.03554,1.05591,142.38784
36,Gen2W-1,0.99944,5.30047,0.70225,351.05717,0.75753,308.48291,1.08703,144.27795
37,Gen2W-11,0.99944,5.22766,0.69436,350.2789,0.75743,308.45539,1.08734,144.23534
38,Gen2W-12,0.99945,4.85749,0.7174,351.47861,0.75854,307.96699,1.08685,144.02807
39,Gen2W-21,0.99944,5.07524,0.71124,351.39523,0.75667,308.44763,1.08914,144.08255
40,Gen2W-24,0.99933,4.3638,0.71649,350.74853,0.75828,307.42918,1.08957,143.49349
41,Gen2W-25,0.99849,4.65633,0.69521,349.48097,0.75696,307.68479,1.08535,143.82396
42,Gen2W-5,0.99944,5.19041,0.69985,350.80273,0.76116,308.1694,1.08402,144.21343
43,Gen2W-6,0.99822,4.626,0.70614,350.38467,0.75869,307.5637,1.0834,143.8776
44,Gen3D-10,0.99723,5.21419,0.99323,4.84833,0.95916,345.47449,0.98092,167.68834
45,Gen3D-13,1.00098,5.46362,0.9975,5.13937,0.96609,345.90311,0.99047,167.95396
46,Gen3D-15,0.99715,5.47699,0.99227,5.04234,0.95628,345.43595,0.98032,167.84417
47,Gen3D-17,0.99349,4.7628,0.98967,4.4071,0.95613,345.03489,0.97936,167.22735
48,Gen3D-20,1.00126,6.34186,0.99806,6.05673,0.96811,347.002,0.99246,168.91698
49,Gen3D-23,0.99638,5.41177,0.99155,4.9799,0.95535,345.3841,0.98011,167.77455
50,Gen3D-25,0.99478,5.48591,0.9893,4.99988,0.95074,345.21664,0.97989,167.73408
51,Gen3D-26,0.99784,5.56485,0.99303,5.13504,0.95713,345.5453,0.98255,167.92569
52,Gen3D-29,0.99563,5.62378,0.99005,5.1307,0.95129,345.3287,0.98128,167.8552
53,Gen3D-30,0.98896,5.10097,0.98277,4.55341,0.94096,344.55664,0.97312,167.23782
54,Gen3D-31,0.99536,5.29517,0.99053,4.86212,0.95417,345.25222,0.97918,167.65177
55,Gen3D-32,0.99369,5.15668,0.98876,4.71274,0.95184,345.05113,0.97777,167.48719
56,Gen3D-4,0.99982,5.75322,0.99511,5.33408,0.9589,345.78834,0.98272,168.14177
57,Gen3D-5,0.99832,5.59331,0.99362,5.17196,0.95762,345.60518,0.98246,167.96834
58,Gen3L-10,0.99156,6.37629,0.98669,5.97546,0.94957,346.62478,0.97166,168.82157
59,Gen3L-18,0.99793,6.99725,0.99308,6.60474,0.95663,347.33614,0.97751,169.48501
60,Gen3L-2,0.99472,6.78569,0.98921,6.34139,0.95109,346.85661,0.97598,169.1495
61,Gen3L-20,0.99962,7.43278,0.9948,7.04637,0.959,347.83715,0.97895,169.95255
62,Gen3L-21,0.99962,7.80925,0.99486,7.43108,0.96005,348.2914,0.97891,170.37049
63,Gen3L-22,0.99962,7.89976,0.99488,7.52414,0.96019,348.4031,0.97883,170.47092
64,Gen3L-26-1,0.99565,355.64869,0.99182,355.30784,0.95883,334.97653,0.98128,158.2994
65,Gen3L-27,0.99415,353.81379,0.99008,353.46059,0.95361,332.78555,0.97828,156.41002
66,Gen3L-29,0.99961,356.00317,0.99603,355.70669,0.96311,335.47127,0.97997,158.8635
67,Gen3L-3,0.99691,6.99597,0.9917,6.57673,0.95478,347.20657,0.97745,169.42606
68,Gen3L-30,0.99785,355.86609,0.9941,355.53285,0.96128,335.24774,0.98263,158.54042
69,Gen3L-31,0.99985,13.02897,0.99487,12.69138,0.97729,354.89709,0.98983,176.08779
70,Gen3L-32,0.99745,9.51904,0.99177,9.09614,0.96835,350.15849,0.99035,172.06166
71,Gen3L-33,0.99982,344.48599,0.98919,343.48288,0.9315,318.6978,0.99728,145.50511
72,Gen3L-34,1.00519,344.31499,0.98911,342.67078,0.93082,317.49611,1.0023,145.42327
73,Gen3L-35,1.00017,344.35753,0.99119,343.48755,0.93963,319.43931,0.99671,146.01123
74,Gen3L-36,1.00967,350.7457,1.00415,350.30899,0.97848,327.68174,1.00943,152.9238
75,Gen3L-37,0.9999,358.11844,0.99597,357.75741,0.96831,337.77302,0.99207,160.73093
76,Gen3L-38,1.01988,348.04173,1.01406,347.53663,0.98873,324.51936,1.0192,150.04482
77,Gen3L-38-1,0.98956,344.33005,0.98218,343.61953,0.93232,319.86521,0.98534,146.02446
78,Gen3L-39,0.99124,6.30313,0.98608,5.88085,0.94834,346.44672,0.97213,168.7015
79,Gen3L-40,0.9912,353.17789,0.98706,352.8192,0.94968,332.03363,0.97524,155.75598
80,Gen3L-41,0.99411,358.3133,0.9903,357.96115,0.96478,338.04392,0.98778,160.95327
81,Gen3L-42,0.99075,337.41959,0.9819,336.29792,0.92387,310.28805,0.98838,138.46453
82,Gen3L-49,0.99968,338.49818,0.99128,337.46873,0.93744,311.57527,0.99642,139.54564
83,Gen3L-57,0.99252,344.31218,0.98618,343.71698,0.93766,320.0466,0.98933,146.20869
84,Gen3L-58,0.99545,345.64471,0.9889,345.05762,0.94106,321.49181,0.99229,147.57495
85,Gen3L-59,0.99252,344.31218,0.98618,343.71698,0.93766,320.0466,0.98933,146.20869
86,Gen3L-6,0.99138,6.30404,0.98536,5.81514,0.94537,346.12202,0.97397,168.55322
87,Gen3L-60,0.99252,344.31218,0.98618,343.71698,0.93766,320.0466,0.98933,146.20869
88,Gen3L-61,0.99035,344.19758,0.98331,343.51907,0.93531,319.79121,0.98674,145.95841
89,Gen3L-62,0.99035,344.19758,0.98331,343.51907,0.93531,319.79121,0.98674,145.95841
90,Gen3L-63,0.99825,346.29287,0.99127,345.67881,0.94324,322.1139,0.99508,148.21612
91,Gen3L-64,0.99825,346.29287,0.99127,345.67881,0.94324,322.1139,0.99508,148.21612
92,Gen3L-65,0.99268,344.38733,0.98378,343.51735,0.9326,319.4691,0.98926,146.04102
93,Gen3L-66,0.99268,344.38733,0.98378,343.51735,0.9326,319.4691,0.98926,146.04102
94,Gen3L-67,0.99903,337.8537,0.99034,336.78857,0.93258,310.79508,0.99663,138.84731
95,Gen3L-68,0.99903,337.8537,0.99034,336.78857,0.93258,310.79508,0.99663,138.84731
96,Gen3L-7,0.99145,6.36087,0.98553,5.8803,0.94588,346.22205,0.97394,168.62874
97,Gen3L-8,0.99168,6.55358,0.98583,6.08009,0.94657,346.46155,0.97402,168.84181
98,LCC1受端,0.99956,349.8432,0.9973,349.46344,0.98571,348.9034,1.0009,349.41773
99,LCC1送端,0.99235,0.22174,0.87273,357.43038,0.79594,299.86899,1.03978,142.67809
100,LCC4受端,0.98717,5.31753,0.98004,4.69183,0.93491,344.47693,0.97096,167.32898
101,LCC4送端,0.99959,6.1992,0.8927,6.91135,0.80827,299.71622,1.02976,148.27344
102,LCC5受端,0.99765,344.36769,0.98162,342.71472,0.92377,317.53928,0.99477,145.47662
103,LCC5送端,0.99024,2.82864,0.7053,348.56548,0.7458,305.93118,1.07597,142.22931
104,LCC6受端,0.99987,346.89128,0.99315,346.31717,0.94576,322.84855,0.99673,148.85921
105,LCC6送端,1.00606,8.59365,1.00457,8.61351,0.99988,11.9174,1.00463,6.31879
106,LCC7受端,0.9864,5.2673,0.97884,4.63815,0.93263,344.32885,0.97008,167.19387
107,LCC7送端,0.99987,6.38932,0.89186,7.00856,0.8095,300.05412,1.03108,148.44841
108,bus-9001,0.99242,0.24501,0.87277,357.4539,0.79606,299.89046,1.03988,142.69969
109,bus-9003,0.99999,6.41224,0.89193,7.03167,0.80966,300.07532,1.03123,148.47013
110,bus-9004,0.99962,6.22243,0.89268,6.93476,0.80836,299.73775,1.02981,148.29551
111,bus-9006,0.99911,2.6094,0.8811,1.05444,0.80585,300.12723,1.04154,144.88989
112,bus-9007,1.00402,5.45588,0.88988,5.19865,0.81387,300.66737,1.04104,147.55712
113,bus-9031,1.0008,7.07498,0.89278,7.82154,0.81171,300.47623,1.03203,149.09983
114,bus-9032,1.00052,6.84165,0.8925,7.54342,0.811,300.33498,1.03176,148.87813
115,bus-9033,1.0007,6.99723,0.89268,7.72886,0.81147,300.42923,1.03194,149.02595
116,bus-9034,1.00033,6.68599,0.89229,7.35791,0.81051,300.24089,1.03156,148.73023
117,bus-9035,1.00029,6.64592,0.89225,7.31014,0.81039,300.21655,1.03152,148.68898
118,bus-9036,1.00023,6.60699,0.89218,7.26375,0.81026,300.19312,1.03146,148.65252
119,bus-9037,1.00029,6.64592,0.89225,7.31014,0.81039,300.21655,1.03152,148.68898
120,bus-9038,1.00023,6.60699,0.89218,7.26375,0.81026,300.19312,1.03146,148.65252
