,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99884,358.8927,0.99944,358.76071,0.99817,358.7397
1,Gen1A-10,0.99974,349.65935,0.99691,349.30978,0.98721,348.4724,1.00324,348.29233
2,Gen1A-11,1.0,349.68644,0.99728,349.35195,0.98806,348.48293,1.00338,348.31388
3,Gen1A-2,1.0,357.97005,0.99865,357.91585,0.99848,357.73381,0.99862,357.68919
4,Gen1A-3,1.0,359.33597,0.99893,359.31714,0.99974,359.21964,0.99797,359.20833
5,Gen1A-4,1.0,49.99998,0.99911,49.99403,1.00066,49.93255,0.99798,49.88529
6,Gen1A-5,1.0,349.94507,0.99712,349.58771,0.98801,348.71473,1.00339,348.61982
7,Gen1A-6,0.99873,349.07845,0.99593,348.72755,0.98598,347.8558,1.0023,347.70366
8,Gen1A-7,1.0,359.47023,0.99893,359.45107,0.99928,359.33538,0.99711,359.32776
9,Gen1A-8,0.99758,353.21166,0.99573,353.06927,0.99139,352.66445,0.9973,352.52525
10,Gen1A-9,0.99611,354.01638,0.99433,353.88801,0.99064,353.51987,0.99552,353.40158
11,Gen1B-1,1.00984,10.37858,1.00857,10.41126,1.00527,14.32177,1.01041,4.66474
12,Gen1B-11,0.99999,7.02756,0.99849,7.02145,0.99345,10.00371,1.00305,2.13574
13,Gen1B-12,0.99778,6.4718,0.99619,6.45856,0.98995,9.42664,1.00136,1.60582
14,Gen1B-13,1.00873,9.93964,1.00736,9.97036,1.0031,13.98242,1.0095,4.15699
15,Gen1B-14,1.01203,10.20758,1.01056,10.2389,1.00511,14.4289,1.01265,4.28478
16,Gen1B-2,1.0082,9.40245,1.00694,9.42852,1.00375,13.06397,1.00896,3.92043
17,Gen1B-3,1.01278,14.30337,1.01183,14.35888,1.01095,18.58316,1.01128,8.2458
18,Gen1B-3-1,1.01278,14.30337,1.01183,14.35888,1.01095,18.58316,1.01128,8.2458
19,Gen1B-4,1.00976,10.24269,1.00845,10.27509,1.00481,14.23961,1.01038,4.48989
20,Gen1B-4-1,1.01738,9.32605,1.01608,9.35158,1.0125,13.03292,1.0183,3.81007
21,Gen1B-5,1.00709,9.03109,1.00549,9.05486,0.9989,13.24154,1.00847,3.1394
22,Gen1B-6,1.00616,8.66382,1.00446,8.68432,0.99675,12.92069,1.00751,2.74385
23,Gen1B-6-1,1.0065,8.94898,1.00486,8.97208,0.99793,13.21685,1.00811,3.01526
24,Gen1B-7,1.01203,10.20757,1.01056,10.23889,1.00511,14.42889,1.01265,4.28478
25,Gen2E-17,1.00083,358.47508,0.86236,348.64846,0.70595,266.4197,1.15154,98.63862
26,Gen2E-18,0.99988,358.55603,0.88441,350.4976,0.71384,268.58012,1.15198,98.84436
27,Gen2E-2,0.99958,358.89852,0.89306,351.4799,0.71623,271.56315,1.15137,99.36909
28,Gen2E-30,0.99954,358.06397,0.8638,348.4725,0.70305,266.042,1.14958,98.30582
29,Gen2E-33,0.99956,357.34113,0.8739,348.35522,0.70073,265.89611,1.14818,97.81637
30,Gen2E-34,0.9996,358.89498,0.89268,351.45661,0.71766,271.52977,1.15366,99.35257
31,Gen2E-35,0.99738,357.34425,0.88177,349.0439,0.70052,267.02727,1.14642,97.91914
32,Gen2E-36,0.99783,357.35576,0.877,348.6894,0.7006,266.12533,1.14743,97.8387
33,Gen2E-37,0.99961,357.77141,0.90651,351.29914,0.71357,271.93719,1.14497,98.73723
34,Gen2E-5,0.99573,359.39226,0.84217,347.65367,0.7014,266.78486,1.13579,99.38962
35,Gen2E-7,0.99957,359.12245,0.89108,351.63247,0.71844,270.66025,1.14933,99.41852
36,Gen2W-1,0.99944,5.30047,0.66148,338.61157,0.67833,266.01874,1.13067,103.71893
37,Gen2W-11,0.99944,5.22766,0.65649,337.5258,0.67824,266.04525,1.13108,103.67654
38,Gen2W-12,0.99945,4.85749,0.67185,339.0836,0.67847,265.77953,1.13174,103.39671
39,Gen2W-21,0.99944,5.07524,0.65751,337.52278,0.6779,265.90541,1.13237,103.58032
40,Gen2W-24,0.99933,4.3638,0.66388,337.2192,0.68021,264.65451,1.13389,102.95507
41,Gen2W-25,0.99849,4.65633,0.64786,334.57147,0.67702,265.39678,1.13044,103.19698
42,Gen2W-5,0.99944,5.19041,0.66027,338.32192,0.68191,265.69708,1.12898,103.55964
43,Gen2W-6,0.99822,4.626,0.6668,337.9159,0.67812,265.49697,1.12962,103.16798
44,Gen3D-10,0.99723,5.21419,0.99164,4.73434,0.93799,340.70619,1.01329,115.77239
45,Gen3D-13,1.00098,5.46362,0.99607,5.03953,0.94619,341.19317,1.02284,116.03194
46,Gen3D-15,0.99715,5.47699,0.99036,4.90542,0.93282,340.5867,1.01316,115.94472
47,Gen3D-17,0.99349,4.7628,0.98813,4.29621,0.93514,340.26482,1.01166,115.33362
48,Gen3D-20,1.00126,6.34186,0.99675,5.96852,0.94932,342.35725,1.02511,116.96543
49,Gen3D-23,0.99638,5.41177,0.98965,4.84384,0.93188,340.53755,1.01304,115.8785
50,Gen3D-25,0.99478,5.48591,0.98715,4.84549,0.92522,340.30307,1.01366,115.86434
51,Gen3D-26,0.99784,5.56485,0.99114,4.99961,0.93377,340.70437,1.01572,116.02967
52,Gen3D-29,0.99563,5.62378,0.98786,4.97397,0.92551,340.4106,1.01528,115.98603
53,Gen3D-30,0.98896,5.10097,0.98036,4.37826,0.91305,339.55261,1.00693,115.39836
54,Gen3D-31,0.99536,5.29517,0.98863,4.72555,0.93063,340.39979,1.01213,115.76171
55,Gen3D-32,0.99369,5.15668,0.98682,4.57232,0.92788,340.17915,1.01086,115.60911
56,Gen3D-4,0.99982,5.75322,0.99326,5.20242,0.93596,340.96763,1.01608,116.22628
57,Gen3D-5,0.99832,5.59331,0.99176,5.03934,0.93456,340.77517,1.0158,116.06682
58,Gen3L-10,0.99156,6.37629,0.98482,5.84231,0.92623,341.88767,1.00486,116.79231
59,Gen3L-18,0.99793,6.99725,0.99121,6.47499,0.93371,342.63497,1.01057,117.4219
60,Gen3L-2,0.99472,6.78569,0.9871,6.19278,0.92607,342.07245,1.00934,117.12924
61,Gen3L-20,0.99962,7.43278,0.99294,6.91908,0.93641,343.16139,1.01175,117.8656
62,Gen3L-21,0.99962,7.80925,0.99303,7.30701,0.93789,343.64333,1.01126,118.26128
63,Gen3L-22,0.99962,7.89976,0.99306,7.40103,0.93813,343.76259,1.01112,118.35556
64,Gen3L-26-1,0.99565,355.64869,0.99085,355.19939,0.93907,329.7156,1.00908,105.51166
65,Gen3L-27,0.99415,353.81379,0.98919,353.34823,0.93236,327.39052,1.00541,103.55954
66,Gen3L-29,0.99961,356.00317,0.99524,355.61512,0.9441,330.27425,1.00501,105.79592
67,Gen3L-3,0.99691,6.99597,0.9897,6.43731,0.93081,342.46681,1.0105,117.38109
68,Gen3L-30,0.99785,355.86609,0.99315,355.42728,0.94181,330.00749,1.01044,105.73301
