,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99755,358.87326,1.00106,358.67478,0.9961,358.58867
1,Gen1A-10,0.99974,349.65935,0.99314,349.07509,0.99726,347.82528,0.99601,346.92679
2,Gen1A-11,1.0,349.68644,0.99366,349.12636,0.99766,347.85387,0.99484,346.95966
3,Gen1A-2,1.0,357.97005,0.99713,357.88072,1.00065,357.59885,0.99623,357.43955
4,Gen1A-3,1.0,359.33597,0.99775,359.30491,1.00115,359.15967,0.99612,359.10954
5,Gen1A-4,1.0,49.99998,0.99813,49.99271,1.00174,49.89165,0.9974,49.60172
6,Gen1A-5,1.0,349.94507,0.99326,349.34849,0.99815,348.04153,0.99611,347.16949
7,Gen1A-6,0.99873,349.07845,0.99221,348.49011,0.99625,347.20824,0.9953,346.30056
8,Gen1A-7,1.0,359.47023,0.99774,359.43862,1.0006,359.26969,0.99287,359.23093
9,Gen1A-8,0.99758,353.21166,0.99353,352.97356,0.99587,352.36627,0.99221,351.93745
10,Gen1A-9,0.99611,354.01638,0.99222,353.80224,0.99471,353.24467,0.9908,352.86257
11,Gen1B-1,1.00984,10.37858,1.00902,10.48578,1.00655,15.58748,1.00834,12.46796
12,Gen1B-11,0.99999,7.02756,0.99794,7.05529,0.99375,10.94766,0.99904,8.23904
13,Gen1B-12,0.99778,6.4718,0.9956,6.49026,0.99029,10.34701,0.9953,7.65774
14,Gen1B-13,1.00873,9.93964,1.00802,10.05221,1.00495,15.25695,1.00659,12.10528
15,Gen1B-14,1.01203,10.20758,1.01149,10.32992,1.00756,15.7408,1.00848,12.52468
16,Gen1B-2,1.0082,9.40245,1.00709,9.49125,1.00462,14.25217,1.00719,11.24792
17,Gen1B-3,1.01278,14.30337,1.01235,14.43476,1.01178,20.02842,1.01111,16.75351
18,Gen1B-3-1,1.01278,14.30337,1.01235,14.43476,1.01178,20.02842,1.01111,16.75351
19,Gen1B-4,1.00976,10.24269,1.00901,10.35319,1.00635,15.51293,1.00803,12.3748
20,Gen1B-4-1,1.01738,9.32605,1.01629,9.41654,1.01351,14.22791,1.01605,11.20754
