,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99936,358.89784,0.99918,358.8192,0.99926,358.89494
1,Gen1A-10,0.99974,349.65935,0.99849,349.37592,0.98669,348.8442,1.00094,349.43232
2,Gen1A-11,1.0,349.68644,0.9988,349.41556,0.98749,348.86141,1.0011,349.46035
3,Gen1A-2,1.0,357.97005,0.99926,357.92526,0.99824,357.81834,0.99954,357.92627
4,Gen1A-3,1.0,359.33597,0.99941,359.32034,0.9995,359.26206,0.99917,359.31613
5,Gen1A-4,1.0,49.99998,0.99951,49.99469,1.00042,49.95294,0.99918,49.92876
6,Gen1A-5,1.0,349.94507,0.99873,349.65473,0.98748,349.09795,1.00122,349.73028
7,Gen1A-6,0.99873,349.07845,0.99751,348.7948,0.98534,348.23752,0.99995,348.85122
8,Gen1A-7,1.0,359.47023,0.9994,359.45427,0.99908,359.3851,0.99861,359.44963
9,Gen1A-8,0.99758,353.21166,0.99664,353.09607,0.99111,352.8493,0.99759,353.09741
10,Gen1A-9,0.99611,354.01638,0.99519,353.91186,0.99038,353.68898,0.99601,353.91463
11,Gen1B-1,1.00984,10.37858,1.00889,10.40442,1.0085,13.11954,1.0083,8.99953
12,Gen1B-11,0.99999,7.02756,0.99898,7.0202,0.99615,9.13021,0.99922,5.8645
13,Gen1B-12,0.99778,6.4718,0.99671,6.45846,0.99302,8.55844,0.99724,5.31352
14,Gen1B-13,1.00873,9.93964,1.00769,9.96401,1.00705,12.74224,1.00718,8.54208
15,Gen1B-14,1.01203,10.20758,1.01089,10.23262,1.0099,13.12269,1.01041,8.77397
16,Gen1B-2,1.0082,9.40245,1.00729,9.42258,1.00655,11.96105,1.00666,8.08475
17,Gen1B-3,1.01278,14.30337,1.01205,14.34845,1.01294,17.27378,1.01102,12.83562
18,Gen1B-3-1,1.01278,14.30337,1.01205,14.34845,1.01294,17.27378,1.01102,12.83562
19,Gen1B-4,1.00976,10.24269,1.00877,10.26839,1.00834,13.01733,1.0082,8.85326
20,Gen1B-4-1,1.01738,9.32605,1.01643,9.34576,1.01556,11.91322,1.01589,7.99889
21,Gen1B-5,1.00709,9.03109,1.00585,9.04994,1.00444,11.93564,1.00559,7.60421
22,Gen1B-6,1.00616,8.66382,1.00484,8.68002,1.00297,11.59632,1.00456,7.22967
23,Gen1B-6-1,1.0065,8.94898,1.00522,8.96734,1.00376,11.88952,1.00507,7.51057
24,Gen1B-7,1.01203,10.20757,1.01089,10.23261,1.0099,13.12269,1.01041,8.77396
25,Gen2E-17,1.00083,358.47508,0.90195,356.89795,0.82389,351.77092,1.07362,265.54386
26,Gen2E-18,0.99988,358.55603,0.91899,357.33516,0.84084,351.05348,1.06706,265.84465
27,Gen2E-2,0.99958,358.89852,0.92562,357.87552,0.85347,350.91888,1.06227,266.52403
28,Gen2E-30,0.99954,358.06397,0.90245,356.45156,0.82193,351.37831,1.07113,265.17858
29,Gen2E-33,0.99956,357.34113,0.9099,355.7945,0.82592,350.0888,1.06809,264.66961
30,Gen2E-34,0.9996,358.89498,0.9254,357.86826,0.85456,350.90873,1.06334,266.48675
31,Gen2E-35,0.99738,357.34425,0.9156,355.99427,0.83189,349.57333,1.06373,264.8255
32,Gen2E-36,0.99783,357.35576,0.91204,355.90623,0.82734,349.85304,1.06626,264.70233
33,Gen2E-37,0.99961,357.77141,0.93493,356.7403,0.86167,349.24857,1.05375,265.90288
34,Gen2E-5,0.99573,359.39226,0.884,358.07183,0.81079,352.31886,1.06512,266.43877
35,Gen2E-7,0.99957,359.12245,0.9242,358.10507,0.84907,351.28697,1.06244,266.5158
36,Gen2W-1,0.99944,5.30047,0.73743,1.63898,0.75488,9.56212,1.10447,270.44881
37,Gen2W-11,0.99944,5.22766,0.73086,1.37655,0.75459,9.44995,1.10476,270.39056
38,Gen2W-12,0.99945,4.85749,0.74719,1.244,0.75543,8.47887,1.10396,270.10974
39,Gen2W-21,0.99944,5.07524,0.73533,1.26324,0.75339,9.54962,1.10721,270.23852
40,Gen2W-24,0.99933,4.3638,0.74035,0.43835,0.75574,8.49591,1.10861,269.63763
41,Gen2W-25,0.99849,4.65633,0.71971,0.3485,0.75406,8.32773,1.10252,269.93704
42,Gen2W-5,0.99944,5.19041,0.73542,1.51322,0.75868,9.17066,1.10121,270.39175
43,Gen2W-6,0.99822,4.626,0.73949,0.82841,0.75567,7.86724,1.10007,269.95194
44,Gen3D-10,0.99723,5.21419,0.99436,4.94288,0.97751,355.49787,0.9819,286.19411
45,Gen3D-13,1.00098,5.46362,0.9985,5.22143,0.98316,355.80824,0.98908,286.45372
46,Gen3D-15,0.99715,5.47699,0.99363,5.15747,0.97567,355.65421,0.98261,286.36262
47,Gen3D-17,0.99349,4.7628,0.99075,4.49868,0.97407,355.04548,0.97949,285.73224
48,Gen3D-20,1.00126,6.34186,0.99898,6.12889,0.98426,356.78572,0.98947,287.41233
49,Gen3D-23,0.99638,5.41177,0.9929,5.09433,0.9748,355.59505,0.9819,286.29826
50,Gen3D-25,0.99478,5.48591,0.99082,5.13086,0.97129,355.58902,0.98127,286.28586
51,Gen3D-26,0.99784,5.56485,0.99437,5.2489,0.97642,355.75385,0.98385,286.45085
52,Gen3D-29,0.99563,5.62378,0.9916,5.26387,0.97195,355.72064,0.98243,286.41179
53,Gen3D-30,0.98896,5.10097,0.98449,4.70308,0.96303,355.10372,0.97516,285.81527
54,Gen3D-31,0.99536,5.29517,0.99188,4.97691,0.97366,355.47205,0.9809,286.17704
55,Gen3D-32,0.99369,5.15668,0.99013,4.83083,0.97154,355.31051,0.97943,286.01811
56,Gen3D-4,0.99982,5.75322,0.99642,5.44458,0.97846,355.96471,0.98436,286.66716
