,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99978,358.90514,0.99797,358.84195,0.99933,358.90595
1,Gen1A-10,0.99974,349.65935,0.99968,349.46394,0.98542,348.94457,1.00022,349.48665
2,Gen1A-11,1.0,349.68644,0.99994,349.49993,0.98619,348.96041,1.00045,349.51322
3,Gen1A-2,1.0,357.97005,0.99976,357.93852,0.99699,357.84648,0.99949,357.94092
4,Gen1A-3,1.0,359.33597,0.99979,359.32492,0.99833,359.28002,0.99929,359.32495
5,Gen1A-4,1.0,49.99998,0.99983,49.99486,0.99931,49.96802,0.99933,49.95388
6,Gen1A-5,1.0,349.94507,0.99994,349.74451,0.98609,349.20815,1.00045,349.783
7,Gen1A-6,0.99873,349.07845,0.99869,348.88346,0.98407,348.33919,0.99923,348.90455
8,Gen1A-7,1.0,359.47023,0.99979,359.45891,0.99797,359.40668,0.99898,359.45846
9,Gen1A-8,0.99758,353.21166,0.99736,353.13174,0.98994,352.89508,0.99735,353.127
10,Gen1A-9,0.99611,354.01638,0.99587,353.94389,0.9892,353.73264,0.99581,353.94158
11,Gen1B-1,1.00984,10.37858,1.00923,10.39583,1.00756,12.40921,1.00825,9.3669
12,Gen1B-11,0.99999,7.02756,0.99944,7.02062,0.99574,8.56644,0.99884,6.17529
13,Gen1B-12,0.99778,6.4718,0.99721,6.46056,0.9927,7.99965,0.99683,5.62216
14,Gen1B-13,1.00873,9.93964,1.00805,9.95595,1.00593,12.02258,1.00712,8.91198
15,Gen1B-14,1.01203,10.20758,1.01127,10.22447,1.0086,12.38083,1.01032,9.15255
16,Gen1B-2,1.0082,9.40245,1.00765,9.41551,1.00577,11.29009,1.00656,8.43664
17,Gen1B-3,1.01278,14.30337,1.01229,14.33449,1.01219,16.49252,1.01107,13.23539
18,Gen1B-3-1,1.01278,14.30337,1.01229,14.33449,1.01219,16.49252,1.01107,13.23539
19,Gen1B-4,1.00976,10.24269,1.00912,10.2599,1.00731,12.30136,1.00815,9.22235
20,Gen1B-4-1,1.01738,9.32605,1.0168,9.33883,1.01474,11.23698,1.01578,8.35269
21,Gen1B-5,1.00709,9.03109,1.00626,9.04363,1.00296,11.20263,1.00549,7.97699
22,Gen1B-6,1.00616,8.66382,1.00527,8.67452,1.00136,10.86003,1.00442,7.60282
23,Gen1B-6-1,1.0065,8.94898,1.00564,8.96121,1.0022,11.15036,1.00497,7.88524
24,Gen1B-7,1.01203,10.20757,1.01127,10.22447,1.0086,12.38083,1.01032,9.15254
25,Gen2E-17,1.00083,358.47508,0.93085,355.42651,0.89071,316.2446,1.02076,188.1478
26,Gen2E-18,0.99988,358.55603,0.94267,356.08088,0.89752,316.89374,1.01654,188.40418
27,Gen2E-2,0.99958,358.89852,0.94745,356.68008,0.9023,318.07241,1.01581,188.95499
28,Gen2E-30,0.99954,358.06397,0.93077,355.03415,0.88918,315.91937,1.01995,187.74627
