,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99893,358.894,0.99964,358.80697,0.99899,358.85583
1,Gen1A-10,0.99974,349.65935,0.99714,349.3269,0.98708,348.78287,1.00149,349.18567
2,Gen1A-11,1.0,349.68644,0.99751,349.36818,0.9879,348.80211,1.00161,349.21358
3,Gen1A-2,1.0,357.97005,0.99875,357.91829,0.9987,357.80243,0.99934,357.8701
4,Gen1A-3,1.0,359.33597,0.99901,359.31793,0.99994,359.25249,0.99886,359.28765
5,Gen1A-4,1.0,49.99998,0.99918,49.99578,1.00083,49.94307,0.99887,49.90888
6,Gen1A-5,1.0,349.94507,0.99736,349.60532,0.98793,349.03029,1.00179,349.48833
7,Gen1A-6,0.99873,349.07845,0.99617,348.74469,0.98573,348.17465,1.0005,348.60344
8,Gen1A-7,1.0,359.47023,0.99901,359.45184,0.99947,359.37399,0.99812,359.41778
9,Gen1A-8,0.99758,353.21166,0.99588,353.07585,0.9915,352.82087,0.99753,352.97076
10,Gen1A-9,0.99611,354.01638,0.99447,353.89393,0.99077,353.66209,0.9959,353.80039
11,Gen1B-1,1.00984,10.37858,1.00861,10.40928,1.00868,13.65831,1.00781,8.11428
12,Gen1B-11,0.99999,7.02756,0.99857,7.02128,0.99604,9.55484,0.9995,5.09666
13,Gen1B-12,0.99778,6.4718,0.99628,6.45868,0.99281,8.98018,0.99754,4.54958
14,Gen1B-13,1.00873,9.93964,1.00741,9.96836,1.00725,13.2927,1.00658,7.64652
15,Gen1B-14,1.01203,10.20758,1.0106,10.23678,1.0101,13.69444,1.00966,7.8592
16,Gen1B-2,1.0082,9.40245,1.007,9.42689,1.00667,12.46681,1.00636,7.23144
17,Gen1B-3,1.01278,14.30337,1.01186,14.35617,1.01322,17.85453,1.01037,11.90657
18,Gen1B-3-1,1.01278,14.30337,1.01186,14.35617,1.01322,17.85453,1.01037,11.90657
19,Gen1B-4,1.00976,10.24269,1.0085,10.27308,1.00854,13.56239,1.00766,7.96225
20,Gen1B-4-1,1.01738,9.32605,1.01613,9.34994,1.01567,12.42426,1.01556,7.14098
21,Gen1B-5,1.00709,9.03109,1.00554,9.05293,1.00463,12.50619,1.00481,6.69191
22,Gen1B-6,1.00616,8.66382,1.00452,8.68243,1.00315,12.17281,1.00371,6.31258
23,Gen1B-6-1,1.0065,8.94898,1.00491,8.97012,1.00397,12.46686,1.00425,6.59215
24,Gen1B-7,1.01203,10.20757,1.01061,10.23677,1.0101,13.69443,1.00966,7.85919
25,Gen2E-17,1.00083,358.47508,0.87465,354.68462,0.7743,337.9125,1.08723,227.40193
26,Gen2E-18,0.99988,358.55603,0.89611,355.45059,0.79433,337.35919,1.08208,227.94724
27,Gen2E-2,0.99958,358.89852,0.90441,356.03889,0.81008,337.58514,1.07607,228.971
28,Gen2E-30,0.99954,358.06397,0.87572,354.3687,0.77211,337.48568,1.08402,227.04008
29,Gen2E-33,0.99956,357.34113,0.88513,353.83395,0.77689,336.21153,1.08051,226.68674
30,Gen2E-34,0.9996,358.89498,0.9041,356.02776,0.81125,337.56737,1.0776,228.92441
31,Gen2E-35,0.99738,357.34425,0.89273,354.09244,0.78458,335.82573,1.07646,227.01371
32,Gen2E-36,0.99783,357.35576,0.88818,353.96463,0.77887,335.98695,1.07943,226.75891
33,Gen2E-37,0.99961,357.77141,0.91643,355.24317,0.8193,336.01204,1.06448,228.68435
34,Gen2E-5,0.99573,359.39226,0.8531,354.86683,0.76374,338.69364,1.07474,228.32681
35,Gen2E-7,0.99957,359.12245,0.90253,356.26158,0.80494,337.79116,1.07623,228.79526
36,Gen2W-1,0.99944,5.30047,0.66207,356.19598,0.68894,356.53682,1.10279,230.92911
37,Gen2W-11,0.99944,5.22766,0.65313,355.65419,0.6887,356.43678,1.10325,230.88731
38,Gen2W-12,0.99945,4.85749,0.67731,356.09869,0.69037,355.36239,1.10312,230.65241
39,Gen2W-21,0.99944,5.07524,0.66639,356.04103,0.68794,356.59536,1.1064,230.73111
40,Gen2W-24,0.99933,4.3638,0.67257,355.27179,0.69195,355.43812,1.10959,230.12343
41,Gen2W-25,0.99849,4.65633,0.64703,354.48482,0.689,355.20175,1.10183,230.46378
42,Gen2W-5,0.99944,5.19041,0.65929,355.99578,0.69413,356.04604,1.09959,230.86038
43,Gen2W-6,0.99822,4.626,0.66588,355.31245,0.69115,354.67696,1.0994,230.51247
44,Gen3D-10,0.99723,5.21419,0.99262,4.86786,0.97238,350.73682,0.97635,259.75843
45,Gen3D-13,1.00098,5.46362,0.99695,5.15673,0.97847,351.09273,0.98446,260.06424
46,Gen3D-15,0.99715,5.47699,0.99152,5.06641,0.9704,350.82022,0.97656,259.85277
47,Gen3D-17,0.99349,4.7628,0.98908,4.42569,0.96907,350.29088,0.97428,259.30298
48,Gen3D-20,1.00126,6.34186,0.99757,6.07286,0.97987,352.11526,0.98552,261.07407
49,Gen3D-23,0.99638,5.41177,0.99081,5.00382,0.96948,350.76498,0.9759,259.79277
50,Gen3D-25,0.99478,5.48591,0.98844,5.02749,0.96571,350.70213,0.97503,259.72251
51,Gen3D-26,0.99784,5.56485,0.99229,5.15898,0.97118,350.92484,0.97802,259.94515
52,Gen3D-29,0.99563,5.62378,0.98917,5.15897,0.96635,350.82691,0.9762,259.84113
53,Gen3D-30,0.98896,5.10097,0.9818,4.58462,0.95697,350.15534,0.96826,259.19362
54,Gen3D-31,0.99536,5.29517,0.98978,4.88597,0.96832,350.63906,0.97491,259.66832
55,Gen3D-32,0.99369,5.15668,0.98799,4.73708,0.96615,350.46363,0.97339,259.49486
56,Gen3D-4,0.99982,5.75322,0.99439,5.35732,0.97303,351.1464,0.97831,260.17297
57,Gen3D-5,0.99832,5.59331,0.99289,5.19524,0.97165,350.9726,0.97783,259.9951
58,Gen3L-10,0.99156,6.37629,0.986,5.99941,0.96429,351.91959,0.96806,260.84535
59,Gen3L-18,0.99793,6.99725,0.99239,6.62878,0.97125,352.59434,0.97421,261.51333
60,Gen3L-2,0.99472,6.78569,0.98842,6.36907,0.96639,352.22829,0.97241,261.14744
61,Gen3L-20,0.99962,7.43278,0.99412,7.07045,0.97348,353.0682,0.97594,261.98262
62,Gen3L-21,0.99962,7.80925,0.9942,7.45502,0.97428,353.48778,0.9764,262.39721
63,Gen3L-22,0.99962,7.89976,0.99422,7.54799,0.97439,353.59057,0.97637,262.49867
64,Gen3L-26-1,0.99565,355.64869,0.99133,355.3045,0.9707,339.80859,0.9767,250.53478
65,Gen3L-27,0.99415,353.81379,0.98961,353.45173,0.96626,337.62423,0.97424,248.64324
66,Gen3L-29,0.99961,356.00317,0.99563,355.7,0.97491,340.07693,0.97811,251.11942
67,Gen3L-3,0.99691,6.99597,0.99096,6.60281,0.96968,352.51831,0.97425,261.43494
68,Gen3L-30,0.99785,355.86609,0.99362,355.52972,0.97311,340.05914,0.97815,250.7845
69,Gen3L-31,0.99985,13.02897,0.99426,12.71794,0.98881,359.61352,0.98839,268.27694
70,Gen3L-32,0.99745,9.51904,0.991,9.12549,0.98135,355.29043,0.98563,264.14832
71,Gen3L-33,0.99982,344.48599,0.98809,343.42752,0.94949,325.18432,0.99202,237.30269
72,Gen3L-34,1.00519,344.31499,0.98812,342.49807,0.95432,323.52411,0.99677,237.2658
73,Gen3L-35,1.00017,344.35753,0.99047,343.41539,0.95777,325.05832,0.99094,238.05568
74,Gen3L-36,1.00967,350.7457,1.00366,350.2814,0.99092,332.47782,1.00429,245.38905
75,Gen3L-37,0.9999,358.11844,0.9954,357.76272,0.97932,342.6982,0.98608,252.93203
76,Gen3L-38,1.01988,348.04173,1.01352,347.50517,1.00088,329.59532,1.01407,242.34609
77,Gen3L-38-1,0.98956,344.33005,0.98148,343.57343,0.94879,325.51643,0.97977,238.07596
78,Gen3L-39,0.99124,6.30313,0.98535,5.90633,0.96334,351.78495,0.96851,260.7095
79,Gen3L-40,0.9912,353.17789,0.98659,352.80866,0.96253,336.8759,0.97146,247.98437
80,Gen3L-41,0.99411,358.3133,0.98975,357.96641,0.97533,342.9356,0.98152,253.16658
81,Gen3L-42,0.99075,337.41959,0.9812,336.20486,0.94263,316.77882,0.98391,230.24456
82,Gen3L-49,0.99968,338.49818,0.99056,337.38799,0.95529,318.05211,0.99248,231.34043
83,Gen3L-57,0.99252,344.31218,0.9856,343.67737,0.95372,325.46151,0.98346,238.34513
84,Gen3L-58,0.99545,345.64471,0.98831,345.01802,0.95727,326.83881,0.98641,239.73152
85,Gen3L-59,0.99252,344.31218,0.9856,343.67737,0.95372,325.46151,0.98346,238.34513
86,Gen3L-6,0.99138,6.30404,0.98448,5.84546,0.96131,351.60092,0.96983,260.52775
87,Gen3L-60,0.99252,344.31218,0.9856,343.67737,0.95372,325.46151,0.98346,238.34513
88,Gen3L-61,0.99035,344.19758,0.98267,343.47361,0.95146,325.34798,0.98109,238.04599
89,Gen3L-62,0.99035,344.19758,0.98267,343.47361,0.95146,325.34798,0.98109,238.04599
90,Gen3L-63,0.99825,346.29287,0.99066,345.6352,0.95981,327.44506,0.9892,240.37311
91,Gen3L-64,0.99825,346.29287,0.99066,345.6352,0.95981,327.44506,0.9892,240.37311
92,Gen3L-65,0.99268,344.38733,0.98306,343.44518,0.9506,325.08811,0.98353,238.08548
93,Gen3L-66,0.99268,344.38733,0.98306,343.44518,0.9506,325.08811,0.98353,238.08548
94,Gen3L-67,0.99903,337.8537,0.98957,336.70736,0.95072,317.36995,0.99233,230.61125
95,Gen3L-68,0.99903,337.8537,0.98957,336.70736,0.95072,317.36995,0.99233,230.61125
96,Gen3L-7,0.99145,6.36087,0.98467,5.9101,0.9617,351.68246,0.96987,260.60729
97,Gen3L-8,0.99168,6.55358,0.98498,6.10962,0.96228,351.90187,0.97011,260.82318
98,LCC1受端,0.99956,349.8432,0.99664,349.45437,0.98603,348.83425,1.00121,349.38834
99,LCC1送端,0.99235,0.22174,0.86725,355.39364,0.76916,336.09496,1.05362,229.13614
100,LCC4受端,0.98717,5.31753,0.9789,4.72851,0.95213,350.19892,0.96593,259.25058
101,LCC4送端,0.99959,6.1992,0.88993,0.71735,0.79049,336.14694,1.0382,234.64733
102,LCC5受端,0.99765,344.36769,0.98064,342.54052,0.94717,323.56176,0.98928,237.31963
103,LCC5送端,0.99024,2.82864,0.66039,353.12917,0.68298,353.83818,1.09353,228.89461
104,LCC6受端,0.99987,346.89128,0.99256,346.27808,0.96211,328.12737,0.99084,241.03537
105,LCC6送端,1.00606,8.59365,1.0044,8.61163,1.00296,12.10487,1.00358,6.24157
106,LCC7受端,0.9864,5.2673,0.97768,4.6768,0.95057,350.13683,0.96503,259.09038
107,LCC7送端,0.99987,6.38932,0.88929,0.94051,0.79143,336.47936,1.03985,234.81994
108,bus-9001,0.99242,0.24501,0.86728,355.41755,0.76928,336.11648,1.05373,229.15746
109,bus-9003,0.99999,6.41224,0.88937,0.964,0.79159,336.50059,1.04002,234.84145
110,bus-9004,0.99962,6.22243,0.88992,0.74113,0.79058,336.16849,1.03827,234.66921
111,bus-9006,0.99911,2.6094,0.87857,357.59319,0.78199,336.42673,1.0538,231.30867
112,bus-9007,1.00402,5.45588,0.88811,0.21908,0.79331,337.04316,1.05161,233.93749
113,bus-9031,1.0008,7.07498,0.89014,1.6132,0.79393,336.90915,1.04082,235.46485
114,bus-9032,1.00052,6.84165,0.88988,1.38462,0.79311,336.76517,1.04055,235.24536
115,bus-9033,1.0007,6.99723,0.89005,1.53703,0.79366,336.86125,1.04073,235.39171
116,bus-9034,1.00033,6.68599,0.88969,1.23215,0.79256,336.66931,1.04035,235.09895
117,bus-9035,1.00029,6.64592,0.88965,1.19288,0.79242,336.64449,1.04031,235.05758
118,bus-9036,1.00023,6.60699,0.8896,1.15475,0.79228,336.62063,1.04025,235.02158
119,bus-9037,1.00029,6.64592,0.88965,1.19288,0.79242,336.64449,1.04031,235.05758
120,bus-9038,1.00023,6.60699,0.8896,1.15475,0.79228,336.62063,1.04025,235.02158
121,bus-9041,1.00067,7.08126,0.8909,1.58152,0.79363,336.69838,1.03931,235.47918
122,bus-9042,0.99999,6.53535,0.89027,1.04732,0.79169,336.36158,1.03864,234.96433
123,bus-9043,1.00005,6.57429,0.89033,1.08542,0.79184,336.38546,1.0387,235.00105
124,bus-9071,1.00461,5.93179,0.88868,0.68798,0.79501,337.33697,1.05219,234.37866
125,bus-9072,1.00435,5.72858,0.88844,0.48776,0.79429,337.21154,1.05194,234.19028
126,bus1A-1,0.99855,359.13714,0.99754,359.11573,0.99802,359.0372,0.99696,359.08076
127,bus1A-10,0.99758,353.21167,0.99588,353.07586,0.9915,352.82088,0.99753,352.97076
128,bus1A-11,0.99661,352.93728,0.99488,352.79448,0.9902,352.52951,0.99664,352.68447
129,bus1A-12,0.99961,349.8883,0.99693,349.54351,0.98712,348.9733,1.00132,349.43026
130,bus1A-13,0.99963,349.82039,0.99673,349.43642,0.98618,348.82125,1.00129,349.36485
131,bus1A-14,0.9988,349.10288,0.9962,348.76177,0.98574,348.17823,1.00055,348.63301
132,bus1A-15,1.0,349.67117,0.99741,349.34208,0.98733,348.81012,1.00177,349.19389
133,bus1A-16,0.99974,349.65935,0.99714,349.32691,0.98708,348.78287,1.00149,349.18568
134,bus1A-17,0.99941,349.45721,0.99684,349.12543,0.98666,348.57001,1.00115,348.98132
