,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99979,358.90532,0.99795,358.83037,0.99925,358.84496
1,Gen1A-10,0.99974,349.65935,0.99969,349.46608,0.98507,348.85207,1.00171,349.05831
2,Gen1A-11,1.0,349.68644,0.99995,349.50197,0.98586,348.86773,1.00195,349.08585
3,Gen1A-2,1.0,357.97005,0.99976,357.93884,0.99693,357.82877,0.99947,357.85012
4,Gen1A-3,1.0,359.33597,0.9998,359.32503,0.99832,359.27196,0.99918,359.28089
5,Gen1A-4,1.0,49.99998,0.99983,49.99481,0.99934,49.96487,0.99921,49.94525
6,Gen1A-5,1.0,349.94507,0.99996,349.74674,0.98577,349.1134,1.00189,349.36598
7,Gen1A-6,0.99873,349.07845,0.9987,348.88557,0.98373,348.24509,1.00075,348.47465
8,Gen1A-7,1.0,359.47023,0.99979,359.45902,0.99794,359.39746,0.99885,359.4082
9,Gen1A-8,0.99758,353.21166,0.99736,353.13254,0.98973,352.85344,0.99769,352.91175
10,Gen1A-9,0.99611,354.01638,0.99588,353.94462,0.98901,353.69487,0.99606,353.74825
11,Gen1B-1,1.00984,10.37858,1.00925,10.39608,1.00604,12.57062,1.00975,7.57369
12,Gen1B-11,0.99999,7.02756,0.99945,7.02096,0.99469,8.67297,1.00076,4.64789
13,Gen1B-12,0.99778,6.4718,0.99722,6.46096,0.99154,8.10523,0.99896,4.10214
14,Gen1B-13,1.00873,9.93964,1.00807,9.95628,1.00408,12.19038,1.0088,7.09901
15,Gen1B-14,1.01203,10.20758,1.01129,10.22487,1.00637,12.56043,1.0121,7.2944
16,Gen1B-2,1.0082,9.40245,1.00766,9.41573,1.0045,11.43436,1.00802,6.7193
17,Gen1B-3,1.01278,14.30337,1.01231,14.3345,1.01111,16.67271,1.01176,11.31845
18,Gen1B-3-1,1.01278,14.30337,1.01231,14.3345,1.01111,16.67271,1.01176,11.31845
19,Gen1B-4,1.00976,10.24269,1.00914,10.26017,1.00565,12.46617,1.00972,7.41762
20,Gen1B-4-1,1.01738,9.32605,1.01682,9.33907,1.01335,11.38415,1.01733,6.62444
21,Gen1B-5,1.00709,9.03109,1.00629,9.04416,1.00041,11.3811,1.00759,6.13399
22,Gen1B-6,1.00616,8.66382,1.0053,8.67513,0.99853,11.04117,1.00663,5.75289
23,Gen1B-6-1,1.0065,8.94898,1.00567,8.96178,0.99952,11.3323,1.00719,6.02958
24,Gen1B-7,1.01203,10.20757,1.0113,10.22486,1.00637,12.56043,1.0121,7.29439
25,Gen2E-17,1.00083,358.47508,0.93169,354.09417,0.86045,290.04779,1.03993,128.25771
26,Gen2E-18,0.99988,358.55603,0.94305,354.98514,0.86336,291.49843,1.03695,128.53414
27,Gen2E-2,0.99958,358.89852,0.94764,355.67566,0.86319,293.48916,1.03877,129.04017
