,Bs_Name,故障前节点电压幅值,故障前节点电压相角,故障中节点电压幅值1,故障中节点电压相角1,故障中节点电压幅值2,故障中节点电压相角2,故障后节点电压幅值,故障后节点电压相角
0,Gen1A-1,1.0,358.92264,0.99882,358.89211,0.99954,358.769,0.99866,358.83571
1,Gen1A-10,0.99974,349.65935,0.99681,349.30422,0.98787,348.48134,0.99144,348.97434
2,Gen1A-11,1.0,349.68644,0.99719,349.3464,0.98869,348.50157,0.99174,348.99866
3,Gen1A-2,1.0,357.97005,0.99862,357.91487,0.99862,357.74246,0.99864,357.83736
4,Gen1A-3,1.0,359.33597,0.99891,359.31675,0.99984,359.22639,0.99855,359.27666
5,Gen1A-4,1.0,49.99998,0.99909,49.99585,1.00073,49.93531,0.99899,49.78494
6,Gen1A-5,1.0,349.94507,0.99702,349.5822,0.98867,348.72388,0.99234,349.2158
7,Gen1A-6,0.99873,349.07845,0.99584,348.7218,0.98661,347.86906,0.99017,348.37429
8,Gen1A-7,1.0,359.47023,0.9989,359.45063,0.99938,359.34432,0.99667,359.41169
9,Gen1A-8,0.99758,353.21166,0.99569,353.06662,0.9917,352.67971,0.99325,352.91456
10,Gen1A-9,0.99611,354.01638,0.99428,353.88565,0.99091,353.53383,0.99216,353.74436
11,Gen1B-1,1.00984,10.37858,1.00853,10.41196,1.00866,13.86867,1.01883,13.76542
12,Gen1B-11,0.99999,7.02756,0.99845,7.02151,0.99567,9.68307,1.00608,9.69432
13,Gen1B-12,0.99778,6.4718,0.99615,6.4585,0.99243,9.10268,1.00256,9.12659
14,Gen1B-13,1.00873,9.93964,1.00732,9.97096,1.00733,13.50543,1.01806,13.39677
15,Gen1B-14,1.01203,10.20758,1.01052,10.23947,1.01028,13.91576,1.02062,13.79516
16,Gen1B-2,1.0082,9.40245,1.00691,9.42911,1.00656,12.65766,1.0164,12.58868
17,Gen1B-3,1.01278,14.30337,1.01181,14.36013,1.01319,18.1063,1.0196,17.97626
18,Gen1B-3-1,1.01278,14.30337,1.01181,14.36013,1.01319,18.1063,1.0196,17.97626
19,Gen1B-4,1.00976,10.24269,1.00842,10.27576,1.00857,13.77477,1.019,13.66737
20,Gen1B-4-1,1.01738,9.32605,1.01605,9.35215,1.01558,12.6168,1.02569,12.54439
21,Gen1B-5,1.00709,9.03109,1.00545,9.05522,1.00489,12.71988,1.01675,12.60483
22,Gen1B-6,1.00616,8.66382,1.00442,8.68458,1.00347,12.38583,1.0152,12.27359
23,Gen1B-6-1,1.0065,8.94898,1.00482,8.97241,1.00427,12.6826,1.01664,12.56138
24,Gen1B-7,1.01203,10.20757,1.01052,10.23947,1.01028,13.91575,1.02062,13.79516
25,Gen2E-17,1.00083,358.47508,0.86595,357.10384,0.66802,16.92714,0.71717,331.96395
26,Gen2E-18,0.99988,358.55603,0.88924,357.42592,0.7,14.703,0.71711,333.46854
27,Gen2E-2,0.99958,358.89852,0.89819,357.84797,0.72036,13.36158,0.71844,336.01016
28,Gen2E-30,0.99954,358.06397,0.86708,356.73776,0.66613,16.38307,0.71517,331.41757
29,Gen2E-33,0.99956,357.34113,0.87707,356.02179,0.67438,14.05481,0.70674,330.84705
30,Gen2E-34,0.9996,358.89498,0.89788,357.84217,0.72125,13.36694,0.72092,335.86536
31,Gen2E-35,0.99738,357.34425,0.88547,356.09455,0.68744,12.71331,0.70261,331.5824
32,Gen2E-36,0.99783,357.35576,0.88054,356.0627,0.67913,13.54923,0.70456,330.94063
33,Gen2E-37,0.99961,357.77141,0.91088,356.80913,0.73492,10.07264,0.70324,336.00827
